CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	SENSES	LINE_IN_SOURCE
54	SHRINK	shrink (V)	to wither;to press;little;to bind	5496
751	SHRUB	shrub	grass;tree	5501
543	SHUTTLE	shuttle	to twist	5513
487	SHY	timid	shame;to fear	6394
1640	SIBLING	sibling	relative;child	5516
341	SICKLE	sickle	knife;sharp;to mow	5518
682	SIDE	side	back;side;edge;obstacle;near;body;foot;below;valley;straight;face;low	5520
3353	SIEVE (TOOL)	sieve	drop;to filter;net	5527
86	SIEVE	sieve (V)	to shake	5528
2519	SEEING (VISUAL SENSE)	sight	to see;shape	5531
48	BE SILENT	silent	dumb;to fear;luck;to hear	5534
2351	SILKWORM	silkworm	insect;worm	5537
759	SILVER	silver	metal	5540
2971	SIN	sin	to tire;bad;to curse;thief	5544
1137	TENDON	sinew	sinew	5548
1261	SING	sing (V)	music;to sing;to cry;noise;anger;to speak	5550
3698	SINGE	singe (V)	to burn	5551
1088	SINK (DESCEND)	sink (V)	to sink;wet;deep;to swim;to bend;to take;to roll	5555
1263	SISTER	sister	relative;woman	5563
2317	SISTER-IN-LAW	sister-in-law	relative	5569
1416	SIT	sit (V)	light;to bend;to put;to sit;to be;to lie	5570
1649	SIT DOWN	sit down (V)	to sit	5571
1703	SIX	six	six	5574
2845	SIZE (OF OBJECT)	size	wide	5575
2668	SKELETON	skeleton	bone;head	5577
2991	SKI	ski	stick;slippery	5580
1824	DEXTEROUS	skilful	to know;to see	5581
807	SKILLED	skilled	to see;to think	5583
763	SKIN	skin	skin;meat;shellfish;body;chair;hair;to cover;clothes	5585
291	PULL OFF (SKIN)	skin (V)	flat;to destroy;skin	5586
1600	SKIRT	skirt	clothes;to weave;rope;to sew	5591
1605	SKULL	skull	skin;circle	5592
1732	SKY	sky	sky;sun;time	5593
3075	SLANTED	slanting	side;crooked	5600
3160	SLAP	slap (V)	to die;to beat	5601
1796	SLAUGHTER	slaughter (V)	meat;to cut;knife;sacrifice;to die	5603
812	SLAVE	slave	foreign;slave;child	5604
16	SLED	sledge	vehicle	5606
1585	SLEEP	sleep	dream;to lie;to sleep;light;to forget	5608
3620	SLEEPY	sleepy	to sleep;light	5611
2953	SLEEVE	sleeve	hand;clothes;joint	5613
2954	SLICE	slice	flat;to divide	5616
1324	SLIP	slide (V)	slippery;to rub;to crawl;to swim;to fall	5618
1400	THIN (SLIM)	slimy	mucus;wet	5625
387	SLING	sling	obstacle;stick	5626
3702	SLIPPERY	slippery	slippery;soft;to scrape	5632
3076	SLOPE	slope	mountain;side;face;meadow	5635
701	SLOW	slow	silly;slow;soft;light	5639
2165	SLOWLY	slowly	slow;to stay;time	5640
3613	LOWER BACK	small of back	back;liver	5647
1054	SMALLPOX	smallpox	wart;sick;stone	5648
2124	SMELL	smell	to smell;pus	5653
42	STINKING	smelly	to smell	5655
1451	SMILE	smile (V)	to laugh;to play	5656
778	SMOKE (EXHAUST)	smoke	smoke;wind	5658
1234	SMOOTH	smooth	flat;slippery;to scrape;soft;straight;to press	5662
1543	SNAIL	snail	insect;snake;shellfish;worm	5666
730	SNAKE	snake	snake;worm;slippery;fish	5667
459	SNAP (OF STICK)	snap	to bite	5668
3320	SNARE (TRAP)	snare	trap;stick	5671
1621	SNEEZE	sneeze (V)	noise;nose;sick;to vomit	5676
375	SNIFF	sniff (V)	noise;to suck	5677
1983	SNORE	snort (V)	noise	5683
784	SNOW	snow	rain;snow;cold;wind	5686
2336	OF THIS KIND (SUCH)	so	similar;pronoun	5694
2069	SOAK (VERB)	soak (V)	to flow;wet;to wash;to sink;to pour;to weep;liquid;thick;to suck	5695
1522	SOCK	sock	clothes	5698
1856	SOFT	soft	slow;soft;to tire;to boil;to press;light;liquid	5700
1941	SOLDIER	soldier	war	5709
2666	SOLE (FOOT)	sole	foot;hand;below;chair	5710
3003	SOLID	solid	dense;thick;heavy;hard;strong	5712
1241	SOME	some	little;to divide	5716
2422	SOMEONE	someone	pronoun	5717
1620	SON	son	to bear;child;new;relative	5719
1056	SON-IN-LAW	son-in-law	relative;person	5722
1096	SONG	song	to sing;to speak;to play	5723
703	SOON	soon	near	5724
830	SOOT	soot	coal;to burn;smoke;mushroom;to rot;dirt	5725
823	SORCERER	wizard	devil	6961
51	SORE	sore	sick;wound	5728
844	KIND (THING)	sort	grain;thing	5733
811	SOUL	soul	devil;god;heart;to think;sinew;to live;sky	5734
2879	SOUND (OF INSTRUMENT OR VOICE)	sound	to cry;to speak;noise;to sing	5735
849	SPRING (OF WATER)	source	to flow;breast	5741
1595	SOUTH	south	sky;front;warm;straight;right	5742
748	SOW SEEDS	sow	pig	5744
3006	SPACE (AVAILABLE)	space	middle;place;to divide;water;valley	5747
1176	SPADE	spade	knife;plough;to dig	5750
518	SPARK	spark	fire	5755
1854	SPARROW	sparrow	bird	5757
2227	SPAWN (VERB)	spawn	egg	5759
1623	SPEAK	speak (V)	to speak;tongue;noise;to curse;grief	5761
945	SPEAR	spear	to pierce;stick;knife;to beat	5762
1115	SPEECH	speech	to cry;to speak;name;tongue	5766
1505	SPERM	sperm	genitals	5774
2303	SPHERICAL (ROUND IN THREE DIMENSIONS)	spherical	circle	5777
843	SPIDER	spider	insect	5778
3130	SPILL (SOMETHING)	spill	stick	5780
121	SPIN	spin (V)	to roll;to twist;circle;to press;to bind	5782
277	SPINDLE	spindle	to twist;to roll	5786
53	SPIRIT	spirit	devil;sign;god;to think;blood	5789
1440	SPIT	spit	sharp;to scrape;stick	5793
365	SPLASH	splash (V)	to flow	5796
1744	SPLEEN	spleen	spleen;lung;liver	5798
1437	SPLIT	split	to break;to cut	5803
92	SPOIL (SOMEBODY OR SOMETHING)	spoil	thief	5806
182	SPOKE	spoke	stick;to bend	5808
1378	SPOON	spoon	spoon;stick;wet;to scoop;vessel	5811
519	SPOT	spot	feather;sign;spot;naked	5814
2514	SPOUSE	spouse	relative;woman	5816
38	SPREAD OUT	spread out (V)	big;wide;flat;to take;to stand;chair;to adhere	5822
1537	SPRINGTIME	spring (V)	to flow;to dance;to jump	5826
850	SQUARE	square	to bend	5844
1414	SQUEEZE	squeeze (V)	to filter;to pinch;to press;to scrape;to take	5850
1628	SQUIRREL	squirrel	marten;soft	5852
1296	WALKING STICK	staff	stick;end	5859
34	STAIRS	staircase	bridge;obstacle	5868
2628	PLANT STEM	stalk	root;tree;end;grass;stick	5874
851	STABLE	stall	house	5875
936	STALLION	stallion	horse;genitals	5876
3618	STAMP	stamp (V)	to press;sign;to adhere;to beat	5879
1442	STAND	upright	straight;high	6644
1430	STAR	star	star;to shine	5883
2955	STATE (POLITICS)	state	body;house;place;to be	5893
1002	STATUE	statue	shape;devil	5895
713	STEAL	steal (V)	thief;to deceive;to hide	5901
1193	STEAM	steam	to roast;liquid;smoke;wind;to burn	5902
2067	STEAM (VERB)	steam (V)	to boil;wind	5903
2343	STEEL	steel	hard;metal	5904
1158	STEP	steps	bridge	5922
2065	STEP (VERB)	step (V)	foot;to dance;to go	5914
237	STEPFATHER	stepfather	relative	5918
236	STEPMOTHER	stepmother	relative	5919
2810	BREASTBONE	sternum	throat	5926
1295	STICK	stick	stick;sharp;tree	5928
254	STICKING	stick (V)	to adhere;to pierce;to reach;to press;to touch	5929
3703	STICKY	sticky	dirt;slippery;to adhere	5935
2919	STILL (CONTINUING)	still	light;to stand;dark	5939
571	STING	sting	sharp;fork	5941
1587	SMELL (STINK)	stink	smoke	5944
696	STIR	stir (V)	to mix;to move;to roll;to deceive;boat;to break;to shake	5947
329	STOCKING	stocking	clothes	5954
819	STOMACH	stomach	belly;liver;body;middle;kidney;fat	5955
857	STONE	stone	stone	5956
2058	STOOL	stool	chair	5962
2880	HALT (STOP)	stop (V)	end;obstacle;to wait;to sit;clean;to stand;bad;to stay	5964
752	STORE	store (V)	to guard;to put;house;to take;chair	5972
858	STORM	storm	wind;rain	5976
2060	STORY	story	shape	5977
859	STOVE	stove	fire;hearth;to roast;house	5980
1404	STRAIGHT	straight	straight;light;high;front;to put	5982
940	STRAIN	strain (V)	drop;to press;to filter;to pour	5985
2973	STRAP	strap	fringe;skin;rope;to bind	5995
2299	STRAW	straw	straw;grass;skin;thorn;grain	5996
3138	STRAWBERRY	strawberry	fruit	5997
947	STREAM	stream	to flow;valley;water	5999
1362	STREET	street	group;road;village;earth;ravine	6001
202	STRENGTH	strength	strong;heavy;sinew;sour	6002
214	STRETCH	stretch (V)	long;to pull;wide;measure	6004
353	STRIKE	strike (V)	to beat;to press;to throw;to cut	6013
362	STRING	string	rope;to bind;to sew;sinew;circle;obstacle;to twist;hair	6022
2993	STROKE (OF PEN)	stroke	to cut;to rub;to touch;to scrape;to press	6029
785	STRONG	strong	healthy;strong;beer;hard;wide;big;heavy;many	6034
3634	STUBBORN	stubborn	strong;obstacle	6043
1929	STUDY	study	to know	6045
3617	STUMBLE	stumble	to fall	6049
241	TREE STUMP	stump	root;stick;tree;to cut	6051
3606	STURGEON	sturgeon	fish	6054
1866	STUTTER	stutter (V)	dumb	6055
1112	SUCCEED	succeed (V)	to put;to follow	6068
1421	SUCK	suck (V)	breast;to suck;to bite;to drink;milk;to eat;to sink;to lick;to filter	6074
2920	SUDDENLY	suddenly	quick;time	6079
1101	SUFFER	suffer (V)	to endure;sick;heavy;bad;weak;to fear	6080
764	SUIT	suit (V)	similar	6087
3386	SULPHUR	sulphur	sulphur;dirt	6093
1342	SUMMER	summer	new;warm;time	6098
1614	SUMMIT	summit	edge;mountain;top;high	6099
1343	SUN	sun	sun;to burn;to shine;hot;year;time	6101
3276	SUNSHINE	sunlight	to shine	6104
2296	SUNRISE	sunrise	time	6105
2295	SUNSET	sunset	side;time	6106
547	SURFACE	surface	skin;front	6121
402	SURPASS	surpass (V)	many;to win;quick	6125
3274	ENCIRCLE	surround (V)	circle;to roll;to twist;obstacle;trap;to bend	6127
1841	SUSPECT	suspect (V)	to curse;to fear	6130
3197	SUSPICION	suspicion	to deceive	6133
897	SWALLOW	swallow (V)	to drink;to swallow;to eat;to sink;to bite;to suck;to grind;taste	6140
2837	SWAN	swan	bird	6142
2974	SWARM (OF BIRDS)	swarm (V)	insect	6143
573	SWAY	sway (V)	to fall;to shake;to bend;to fly	6145
1939	SWEAR	swear (V)	to curse;anger;sacrifice;to think;to speak	6146
230	SWEEP	sweep (V)	hair;to sweep;to dig;to rub;clean	6148
717	SWEET	sweet	sweet;taste	6151
1573	SWELL	swell up (V)	to swell;big	6156
1903	SWELLING	swelling	to swell;wart	6157
1439	SWIM	swim (V)	light;to swim;wet;to scrape;to pour;to sink;slippery	6160
2871	SWING (MOVEMENT)	swing (V)	to move;to shake	6163
1535	SWORD	sword	knife;war;finger-nail;sharp;hammer;to beat	6169
3903	SYMPATHIZE	sympathize (V)	good	6172
3957	SYSTEM	system	shape;sign	6174
3979	TADPOLE	tadpole	egg;worm	6179
1220	TAIL	tail	back;tail;behind;below;hair	6182
1749	TAKE	take (V)	to swallow;to take;to carry;to put;to pull	6184
1755	UNDRESS	take off (V)	clean;flat;to tear;to wither;to scrape;naked;to take	6197
3654	TAKE OUT	take out (V)	spoon;to go;to scoop;to take;to pull	6198
2937	FAIRY TALE	tale	devil;to speak	6202
2708	TALK	talk	noise	6205
711	TALL	tall	healthy;long;ripe;straight;high	6208
3141	TAMBOURINE	tambourine	music	6211
2838	TAME	tame	to make	6212
1488	FAUCET	tap (V)	to beat	6217
3886	TARANTULA	tarantula	insect	6219
351	TARO	taro	vegetable	6223
21	TASTE (SOMETHING)	taste	taste;sweet;to drink;to smell;to eat;mouth	6228
68	TATTOO	tattoo (V)	to paint	6233
873	TAX	tax	debt;stick;to put;to give	6237
1373	TEA	tea	leaf	6239
709	TEACH	teach (V)	to know;to learn	6240
1038	TEACHER	teacher	to see	6241
1651	TEAR (OF EYE)	tear	drop;tear;eye;pus	6243
1735	TEAR (SHRED)	tear (V)	to divide;to take;to break;to tear;to cut;to scrape;sinew	6244
1711	TELL	tell (V)	to speak;to call;to know;to measure;grief	6252
1515	TEN	ten	ten;many	6261
3053	TIGHT	tense	to pull;hard	6268
1316	TENT	tent	house;obstacle;skin	6270
883	TERMITE	termite	insect	6274
2571	TRY (TEST)	test (V)	to know;to search;to touch	6280
797	TESTICLES	testicle	egg;genitals;kidney	6281
2891	TIE UP (TETHER)	tether	rope	6285
2412	THANK (SOMEBODY)	thank (V)	to praise	6289
78	THAT	that	pronoun	6292
279	THATCH	thatch (V)	roof;to cover	6294
2887	THAW (DEW)	thaw (V)	to melt	6295
2400	THEIR	their	pronoun	6298
2921	THEN	then	big;time	6299
1937	THERE	there	to put;to take	6300
817	THEY	they	pronoun	6302
1244	THICK	thick	dense;thick;hard;to swell;rough;fat;wide	6303
1160	THIEF	thief	to deceive	6312
471	UPPER LEG (THIGH)	thigh	foot;bone;below;side;behind	6314
2308	THIN	thin	flat;thin;light;to flow;hunger;to tire;little;to pinch;middle;to destroy	6318
738	THING	thing	place;thing;to be;body;shape	6320
2271	THINK	think (V)	to think;to make;heart;to know;to want;to hear;grief;to love	6321
848	THIRST	thirst	hunger;to want	6323
847	THIRSTY	thirsty	hunger;to want;to drink	6325
1715	THIRTY	thirty	three	6326
1214	THIS	this	pronoun	6327
124	THORN	thorn	thorn;edge;end;sharp;grass	6332
1215	THOU	thou	pronoun	6333
2975	THOUGHT	thought	heart;to think	6334
1843	THOUSAND	thousand	many;thousand;hundred	6335
1161	THREAD	thread	rope;to sew;sinew;to bind;cloth;to weave;to twist;hair	6336
1192	THREATEN	threaten (V)	anger;to curse;to fear;to endure	6339
492	THREE	three	three	6340
285	THRESH	thresh (V)	to beat	6341
223	THRESHING-FLOOR	threshing-floor	flat;to beat	6342
1727	THRESHOLD	threshold	place;side;chair;obstacle	6343
1346	THROAT	throat	neck;throat;hand;hole	6346
97	THROUGH	through	to pass;to pierce	6351
1456	THROW	throw (V)	to press;to throw;bow;to go;to scatter;to beat;to put;to scrape;to stay	6352
3696	THROW AWAY	throw out (V)	to destroy;to throw	6356
246	THRUST	thrust (V)	knife;to beat;to pierce	6358
1781	THUMB	thumb	big;to measure;finger;foot	6361
1150	THUNDER	thunder	noise;to shine	6362
3760	THUNDERY	thunderbolt	to burn	6363
3413	IN THIS WAY	thus	pronoun;similar	6364
1527	TICK	tick	insect;shellfish	6367
3647	TICKLE (SOMEBODY)	tickle (V)	to scrape;hand	6368
891	TIDE	tide	to flow	6369
846	TIGER	tiger	wolf	6380
3404	TILE	tile	brick;flat	6384
892	TIME	time	time;to go;edge;year;to roll;obstacle;old;shape	6389
893	TIN (METAL)	tin	metal	6396
2992	TIP (OF OBJECT)	tip	below;mouth;edge	6400
1996	GET TIRED	tire (V)	to tire;bad;grief;hunger	6401
1757	TIRED	tired	to tire;to die;shame;hunger;to wait	6402
2754	TOWARDS	to	to grow	6407
894	TOAD	toad	frog;worm	6408
974	TOBACCO	tobacco	liquid	6410
1283	TODAY	today	time	6411
1389	TOE	toe	finger	6412
2482	TOGETHER	together	to follow;to help;together;to bind;all;to press;to touch	6414
1329	TOMORROW	tomorrow	time;sun	6422
272	TONGS	tongs	to pinch;to break;to press	6423
1205	TONGUE	tongue	to lick;tongue	6424
1753	TOP	top	mountain;to twist;top;high;head;edge;end	6428
1919	TORCH	torch	to burn;fire	6431
1952	TORTURE	torture	to deceive	6433
1380	TOOTH	tooth	tooth;root;sharp	6437
2532	TORNADO	tornado	wind	6439
1892	TOUCH	touch (V)	to beat;to touch;to rub;to scrape;to press;to take;to destroy;to follow;to bind	6444
1671	TOWER	tower	house;stick;stone	6447
1391	TOWN	town	house;village;obstacle	6448
2403	TOY	toy	to play	6449
898	TRADE	trade	debt	6456
900	TRAIN	train (V)	to learn;to follow	6459
3754	TRANSPARENT	transparent	to shine;dark	6470
1075	TRAP (PITFALL)	trap	net;trap;obstacle;to press;rope;stone;hole	6473
3665	TRAVEL	travel (V)	to follow;to go	6477
2629	TRAY	tray	basket;vessel	6480
575	TREAD	tread (V)	road;to go;to press;sign;to crawl;to beat	6483
906	TREE	tree	grass;leaf;root;tree;stick;forest	6487
2538	TRENCH (FOSSE)	trench	hole	6491
1549	TRIBE	tribe	foreign;person;shape;slave	6496
2607	TRIPOD	tripod	vessel	6509
205	TROUGH	trough	grave;vessel;hole;pool	6517
809	TROUSERS	trousers	clothes	6518
795	TROUT	trout	fish	6519
344	TREE TRUNK	trunk	root;vessel;stick;tree	6521
3902	TRUST (SOMEBODY)	trust (V)	to help	6523
1638	TRUTH	truth	true;name;strong	6524
1812	TRY	try (V)	taste;to know;to search;to touch;to tire;to want;to love;to think	6525
2956	TUBE	tube	vessel	6528
537	TURBID	turbid	dirt;to rot	6544
2386	TURKEY	turkey	bird	6546
1588	TURN	turn (V)	to bend;to change;to roll;to move;back	6548
1444	TURN AROUND	turn around (V)	circle;to roll	6549
1723	RESULT IN	turn out (V)	to drive	6554
1445	TURN (SOMETHING)	turn round (V)	to roll;to move;to bend;circle;to twist	6556
3062	TURNIP	turnip	vegetable	6560
112	TURTLE	turtle	frog	6562
3280	TUSK	tusk	tooth	6564
1710	TWENTY	twenty	twenty	6567
1546	TWICE	twice	together;two	6570
3222	TWIG	twig	to bear;tree;stick	6571
1005	TWINS	twin	together;two;similar	6573
430	TWIST	twist (V)	to roll;to twist;to bend;soft;to bind;to press	6575
1498	TWO	two	together;two;to meet;to follow	6577
3134	TYPE (ON SOMETHING)	type	grain	6581
154	UDDER	udder	breast	6582
1548	UGLY	ugly	bad	6583
1189	ULCER	ulcer	wart;wound	6584
1327	UNCLE	uncle	relative	6592
1536	UNDERSTAND	understand (V)	to wake;to know;to think;to see;to hear;to measure	6601
2601	UNICORN	unicorn	deer	6613
26	UNPLEASANT	unpleasant	rough;bad;grief	6627
1958	UNRIPE	unripe	sour;new	6630
352	UNTIE	untie (V)	free;to bind	6636
2826	LIE (FALSEHOOD)	untruth	to deceive	6637
1591	UP	upwards	top	6648
2881	URGE (SOMEONE)	urge (V)	to drive;to run;to curse	6649
592	PISS	piss (V)	to wash;urine	7065
1142	URINE	urine	dirt;urine;genitals	6655
2310	US (OBLIQUE CASE OF WE)	us	pronoun	6656
2072	USE (VERB)	use	shape	6658
2293	UVULA	uvula	throat;to eat	6669
1836	VAGINA	vagina	behind;hole	6672
921	VALLEY	valley	hole;river;shore;valley;field	6675
3746	VASE	vase	vessel	6687
924	VEGETABLES	vegetable	grass;to eat;to mow;vegetable;blue;grain	6691
2549	VEHICLE	vehicle	vehicle	6692
1151	VEIL	veil (V)	to cover;to guard	6693
1924	VEIN	vein	sinew;vessel	6694
2375	VERTICAL	vertical	straight;to stand;to put	6704
1311	VERY	very	big;strong;many;to pass;full;to know;heavy;good;to love;true	6705
783	VICTORY	victory	to win	6714
930	VILLAGE	village	group;house;village	6720
343	VINE	vine	grass;tree	6723
985	VINEGAR	vinegar	sour	6724
4023	VIOLIN	violin	handle	6729
1868	VISIBLE	visible	to see	6734
1377	VISIT	visit (V)	to go;guest	6735
1363	VOICE	voice	to cry;to speak;noise;to sing;tongue	6739
1278	VOMIT	vomit (V)	to spit;to vomit;to pour	6741
1080	VULGAR	vulgar	shape	6744
1185	VULTURE	vulture	bird	6745
1837	VULVA	vulva	genitals;behind;belly;hole	6746
1681	WAIST	waist	liver;belly;back;middle	6750
3174	WAKE UP (SOMEONE)	awaken (V)	to wake	7068
1602	WAKE UP	wake up (V)	to wake	6756
1443	WALK	walk (V)	to go;road;to follow;to run;to move	6758
933	WALL (OF HOUSE)	wall	house;obstacle;bridge	6763
2042	WALNUT	walnut	grain;nut;stone	6766
3666	WANDER	wander (V)	to follow;to go;to deceive	6767
1784	WANT	wish	to want	6943
935	WAR	war	war;to meet	6771
2957	WARE	ware	expensive;house;to carry;debt	6773
1232	WARM	warm	hot;warm;to burn;fire;soft	6774
2665	WART	wart	wart	6783
1453	WASH	wash (V)	to press;to wash;to throw;clean;wet;to pour;to flow	6784
1517	WASP	wasp	insect	6787
1650	WATCH	watch (V)	to guard;to see	6789
948	WATER	water	pool;river;to flow;water;wet;liquid	6792
949	WATER LEECH	water leech	worm	6793
943	WATERFALL	waterfall	to flow;urine	6799
3545	WATERY	watery	thin;to flow	6803
978	WAVE	wave	water;to flow;shallow;river;pool	6806
3544	WAVE (VERB)	wave (V)	to roll;to shake;to fly	6807
1931	BEESWAX	wax	wax	6809
3816	WAXING MOON	waxing moon	moon	6812
2457	PATH OR ROAD	way	shape;road;to go;body;to run;middle	6813
1212	WE	we	pronoun	6814
2996	WEALTH	wealth	big;cattle;cow;many;debt;strong	6819
951	WEAPONS	weapon	sharp;to pierce;knife;stick;net;war	6821
976	WEAR	wear (V)	clothes;to carry;sheath;cloth;to bind	6822
3384	WEASEL	weasel	marten	6826
952	WEATHER	weather	to love;sky;time;wind;sun	6827
133	WEAVE	weave (V)	cloth;to bind;to weave;to twist;net	6828
1259	WEDDING	wedding	to play;relative	6830
3288	WEED	weed	grass;grain	6832
3548	PULL UP WEEDS	weed (V)	grass;to pull;to tear	6833
1098	WEIGH	weigh (V)	to count;to measure;to hang;to put	6838
2466	WEIGHT	weight	heavy;measure;to count;to measure	6839
1817	WEST	west	side;to sink;below;straight;left	6848
1726	WET	wet	wet;water;to flow;to weep;liquid	6849
957	WHALE	whale	fish	6852
1236	WHAT	what	pronoun	6853
1077	WHEAT	wheat	grain	6855
710	WHEEL	wheel	to roll;vehicle;circle;stone	6857
1238	WHEN	when	time	6859
1237	WHERE	where	pronoun	6860
295	WHETSTONE	whetstone	to scrape;to rub;sharp;to cut;knife	6863
727	WHICH	which	pronoun	6865
2630	WHIP	whip	stick;hammer	6867
1982	WHIRLPOOL	whirlpool	to roll;pool	6870
3740	WHIRLWIND	whirlwind	wind;rain	6871
55	WHISPER	whisper	noise	6874
1025	WHISTLE	whistle (V)	noise;to blow	6878
1335	WHITE	white	blue;white;clean;to shine	6880
1235	WHO	who	pronoun	6887
1270	WHY	why	pronoun	6893
1243	WIDE	wide	big;wide;to follow;flat;full;heavy;earth	6900
1756	WIDOW	widow	barren;to fear	6905
1199	WIFE	wives	two;relative;woman	6960
2230	UNTAMED OR WILD	wild	cow;goat;wolf;to destroy;to pass;to curse;silly;deer;anger	6909
2241	WILD CAT	wild cat	wolf	6911
818	WILLOW	willow	grass;tree	6918
866	WIN	win (V)	to win;hunt;debt;to meet;to take	6921
960	WIND	wind	noise;to blow;wind;rain;smoke;to smell;cold;snow;quick	6922
1375	WINDOW	window	door;vessel;hole	6929
1524	WINE	wine	beer;fruit;sour	6931
1257	WING	wing	to fly;hand;wing;feather;to bend	6933
2462	WINNOWING	winnow (V)	to filter;to throw;to shake	6935
1471	WINTER	winter	time;cold	6937
1454	WIPE	wipe off (V)	to rub	6939
2631	WIRE	wire	rope	6940
698	WISE	wise	to know;to guard;to see	6942
824	WITCH	witch	devil;god	6945
1340	WITH	with	to follow	6948
1478	WITHOUT	without	little;one	6956
1144	WITNESS	witness	to know;name	6958
522	WOLF	wolf	dog;wolf	6964
962	WOMAN	woman	mother;woman;relative;to play	6965
804	WOMB	womb	genitals;hole;belly	6966
2447	WOODPECKER	woodpecker	bird	6973
964	WOOL	wool	hair;deer	6975
1599	WORD	word	to cry;to speak;devil;name;sign;thing	6977
2977	WORKER	worker	person	6980
965	WORLD	world	earth;to be;house	6981
1219	WORM	worm	insect;snake;worm	6982
150	WORRY	worry	to think;grief	6986
257	WORSHIP	worship (V)	devil;sacrifice;to help	6989
1109	WOUND	wound	sick;wound;to scrape;bad;to cut	6993
1113	WRAP	wrap up (V)	to cover;to twist;together;to bind	6999
3224	WRING	wring (V)	to filter;to press	7003
2294	WRINKLE	wrinkle	skin	7004
380	WRINKLED	wrinkled	to wither	7006
799	WRIST	wrist	joint;hand	7007
1672	WRITE	write (V)	to write;to scrape;sign	7008
1390	WRONG	wrong	grief;to deceive;bad	7011
2477	YAK	yak	cow;goat	7012
410	YAM	yam	vegetable;grass	7013
736	YARD	yard	obstacle;circle;place;flat;edge;fence;door;house	7014
1226	YEAR	year	time;year;moon;sun	7019
1424	YELLOW	yellow	metal;yellow;white;red;vegetable	7023
1268	YES	yes	true	7025
1174	YESTERDAY	yesterday	time;new;night	7026
2577	YET	yet	to wait	7027
14	YOKE	yoke	saddle;handle	7031
1213	YOU	you	pronoun	7032
1207	YOUNG	young	child;relative;soft;new;little;grain;to bear	7033
1760	YOUNGER BROTHER	younger brother	relative	7035
427	YOUNGER SIBLING	younger sibling	relative	7038
1761	YOUNGER SISTER	younger sister	relative	7039
2421	YOUNGER SISTER (OF WOMAN)	younger sister of a female	relative	7040
732	YOUR (SINGULAR)	your	pronoun	7045
1717	FIFTY	fifty	five	7049
1459	IF	if	conjunction	7050
1108	UNCOVER	uncover (V)	to open;flower;to swell;mouth;to divide;hole	7052
189	HAIR (BODY)	hair (body)	hair;skin;head;fringe;thorn;to pinch	7056
2648	HAIR (HEAD)	hair (head)	hair;skin;head;fringe;thorn;to pinch	7057
1191	COOKED RICE	rice (cooked)	grain;to eat;to boil	7058
429	SWIDDEN FIELD	swidden	earth;field;meadow;valley;side;to grow;flat	7061
1334	GUTS	gut	belly;body;meat;middle;below;kidney;hole;spleen;sinew	7063
136	HERE	here	pronoun	7070
513	THIS YEAR	this year	time	7071
2037	FEBRUARY	second month	time	7074
1180	DAY BEFORE YESTERDAY	day before yesterday	time	7075
725	OLD PERSON	old person	person	7078
331	HEADDRESS	headdress	clothes;hat	7079
2160	BAMBOO HAT	bamboo hat	grass;hat;to cover;clothes	7081
2047	STRAW SANDAL	straw sandal	straw;grass;clothes;shoe;foot	7086
2161	HEMP CLOTH	hemp cloth	grass;vegetable;cloth	7088
1322	BREAKFAST	breakfast	to eat	7090
768	LUNCH	lunch	to eat	7091
2555	OIL (FROM PLANTS)	vegetable oil	fat	7093
862	SUGAR	brown sugar	sweet	7095
