NUMBER	ENGLISH	Imagery mean	Imagery SD	AOA mean	AOA_SD	Familiarity mean	Familiarity SD	Concreteness mean	Concreteness SD	Meaning uncertainty	Thorndike-Lorge frequency
993	leader	5.03	1.5	3.53	0.8	5.6	1.14	4.69	1.62	0.29	100
994	leak	5.51	1.48	3.36	0.89	5.14	1.29	4.89	1.75	0	8
995	learning	3.76	1.5	3.22	0.85	5.65	1.25	2.97	1.56	0	27
996	lecture	5.92	1.26	5.36	0.98	6.39	0.97	4.89	1.53	0	28
997	leek	5.46	1.65	3.89	0.87	4.31	1.48	6.57	0.9	0	1
998	legality	2.78	1.65	5.72	1.17	4.05	1.24	2.63	1.46	0	1
999	leghorn	2.68	1.8	6.25	0.86	2.23	1.36	4.89	2.16	0	1
1000	lemon	6.43	0.97	2.8	0.82	5.12	1.42	6.66	0.58	0	27
1001	length	3.97	2.02	3.22	0.75	6.11	0.96	3.49	1.68	0	100
1002	lens	5.73	1.45	4.75	1.06	4.99	1.49	6.21	0.83	0	7
1003	lesson	4.44	1.69	2.72	0.56	5.57	1.3	3.89	1.91	0	50
1004	letter	6.35	0.91	2.56	0.72	6.39	0.73	6.4	1.34	0.77	100
1005	levity	3.27	1.67	6.31	0.97	3.14	1.12	2.91	1.44	0	1
1006	liar	4.35	1.83	3.08	0.72	5.23	1.28	4.34	1.53	0	8
1007	liberty	4.08	1.89	5.28	0.73	4.36	1.25	2.29	1.51	0	50
1008	lie	3.95	2.01	2.5	0.55	5.62	1.09	3	1.62	0.61	100
1009	lieutenant	4.78	1.86	4.61	1.01	3.93	1.36	5.66	1.26	0	33
1010	lift	5.51	1.39	3.11	0.52	5.99	1.05	5.69	1.54	1.12	100
1011	lightning	6.05	1.25	3.31	0.81	4.65	1.44	5.49	1.5	0	31
1012	lily	5.36	1.67	3.17	0.76	3.94	1.66	6.54	0.73	0	33
1013	lime	5.53	1.4	3.78	1.13	4.43	1.7	6.29	1.06	0.92	27
1014	line	4.95	1.61	2.75	0.72	6.08	1.06	4.83	1.93	2.12	100
1015	linen	5.57	1.28	3.86	1.03	4.91	1.5	6.14	1.12	0	47
1016	lion	6.41	0.91	2.44	1.01	4.8	1.46	6.74	0.5	0	50
1017	liquid	5.95	1.43	3.43	0.84	5.78	1.11	5.83	1.06	0	31
1018	lisp	4.7	1.83	4.86	0.98	4.09	1.36	4.4	1.34	0	3
1019	literature	5.11	1.31	4.94	0.85	5.19	1.27	4.97	1.65	0	40
1020	liver	5.84	1.53	3.53	1.01	4.96	1.41	6.54	0.69	0.91	10
1021	loan	3.95	1.8	4.28	0.87	5.51	1.19	3.69	1.62	0	30
1022	lobby	4.68	1.63	4.06	1.61	4.2	1.46	5.57	1.46	1.2	8
1023	lock	5.38	1.65	3.28	0.87	5.88	0.96	5.94	1.33	0.5	50
1024	lodge	4.7	1.59	4.56	0.98	4.29	1.36	5.63	1.53	1.51	48
1025	logic	3	1.58	5.5	1.04	5.04	1.35	2.37	1.69	0	11
1026	loneliness	4.62	1.73	4.25	1.06	4.88	1.38	2.6	1.68	0	11
1027	look	4.05	1.9	2.25	0.55	6.39	0.82	3.77	1.71	0	100
1028	lookout	4.41	1.68	3.81	0.99	4.23	1.18	4.63	1.62	0	8
1029	lord	4.92	1.92	3.42	1.06	4.88	1.39	4.57	2.03	0.71	100
1030	loss	4.22	1.95	3.31	0.88	5.37	1.35	2.8	1.37	0.73	100
1031	loudness	4.84	1.85	3.33	0.82	5.32	1.33	3.49	1.52	0	1
1032	love	5.86	1.23	3.03	1.17	6.32	0.8	3.2	2.04	0	100
1033	lowland	4.59	1.55	4.47	0.8	3.81	1.17	5.17	1.38	0	10
1034	loyalty	4.03	1.68	4.97	0.87	4.62	1.38	2.77	1.64	0	19
1035	luek	4.05	1.8	2.92	0.68	5.87	1.23	2.66	1.53	0	46
1036	lumber	4.65	1.77	5.19	1	3.68	1.43	5.29	1.7	1.48	34
1037	lunch	6.03	1.15	2.75	1.06	6.56	0.83	5.8	1.39	0	39
1038	lunge	4.65	1.83	5.08	1.19	3.94	1.18	3.8	1.55	0	2
1039	luxury	5.13	1.8	4.72	0.84	5.06	1.26	3.46	1.68	0	39
1040	lymph	3.89	2.31	6.75	0.49	3.3	1.68	5.22	1.88	0	2
1041	lynx	5	1.79	5.11	1.22	3.02	1.06	6.31	0.98	0	7
1042	macaroni	5.92	1.42	3.81	1.27	4.85	1.35	6.69	0.57	0	2
1043	machinery	5.32	1.38	4.09	1.05	5.28	1.16	5.71	1.19	0	100
1044	mackerel	5.46	1.72	4.36	1.13	3.98	1.42	6.74	0.5	0	1
1045	madman	5.51	1.59	4.17	1.01	4.07	1.41	4.86	1.71	0	6
1046	magazine	5.92	1.34	3.53	0.76	6.12	0.95	6.2	0.95	0.34	50
1047	magic	4.64	1.83	2.81	0.74	4.81	1.45	2.46	1.5	0	39
1048	magnesium	3.97	2.34	6.25	0.76	3.72	1.69	5.74	1.64	0	3
1049	maiden	5.3	1.43	4.29	1.08	3.67	1.2	5.51	1.32	0.17	45
1050	main	3.16	1.76	3.64	0.92	5.75	1.45	3.51	1.46	0.49	50
1051	majority	3.95	1.96	5.31	0.81	5.25	1.17	3.09	1.68	0	50
1052	maker	3.78	1.76	3.58	0.95	4.76	1.3	4.34	1.93	0	27
1053	male	5.81	1.5	3.83	1.19	6.01	1.16	5.97	1.25	0	34
1054	mall	3.89	2.04	5.89	0.97	3.3	1.48	4.74	1.78	0	1
1055	management	4.24	1.92	5.08	1.01	5.27	1.1	3.89	1.62	0	27
1056	manganese	4.19	2.17	6.61	0.54	3.32	1.82	5.66	1.76	0	1
1057	manicure	4.57	2.19	5.36	1	3.82	1.57	4.63	1.53	0	3
1058	mankind	4.78	1.92	4.67	1.13	4.73	1.24	4.14	2.1	0	31
1059	manor	5.51	1.43	4.19	0.84	4.04	1.48	5.91	1.13	0	7
1060	manufacturer	3.68	1.66	5.25	0.76	4.8	1.34	4.83	1.75	0	28
1061	marble	6.11	1.08	2.94	0.85	4.36	1.39	6.46	0.87	1.11	38
1062	march	5.14	1.88	2.69	0.81	5.31	1.38	4.63	1.93	0.91	100
1063	margin	5	1.76	4.03	0.93	4.99	1.45	4.89	1.95	1	19
1064	market	5.86	1.32	3.28	0.9	5.48	0.99	5.97	1.18	0.29	100
1065	marl	1.92	1.51	6.86	0.42	1.85	0.95	4	1.76	0	1
1066	marriage	5.58	1.52	3.83	0.87	5.42	1.2	4.11	2.05	0	50
1067	marshmallow	6.08	1.24	3.14	0.79	4.14	1.42	6.57	0.84	0	1
1068	marvel	4.16	1.9	4.89	0.99	4.65	1.2	2.86	1.78	1.42	25
1069	mass	4.78	1.88	4.58	1.16	4.58	1.35	3.86	1.71	1.51	50
1070	mast	5.68	1.38	3.92	0.89	4.14	1.33	6.09	1.13	0	26
1071	material	4.84	1.75	3.78	0.85	5.64	1.11	5.69	1.33	1.3	100
1072	maternity	5.08	1.79	5.83	0.9	3.89	1.28	3.4	1.74	0	2
1073	matter	2.84	1.6	4.11	1.51	5.72	1.23	4.51	2.13	1.62	100
1074	maturity	4.35	1.76	5.53	0.9	4.75	1.41	2.2	1.06	0	6
1075	mayor	5.49	1.41	4.36	0.95	3.97	1.31	5.51	1.5	0	37
1076	maze	5.62	1.38	4.14	1.16	4.09	1.58	5.69	1.41	0	6
1077	meadow	6.41	0.91	2.72	0.73	4.4	1.6	6.49	0.77	0	47
1078	measure	3.92	1.88	3.44	0.93	5.96	1.1	3.69	1.65	0.54	100
1079	mechanic	5.36	1.72	4.33	0.97	4.67	1.5	6.11	1.49	0	16
1080	medicine	5.57	1.28	3.11	0.97	5.47	1.03	5.4	1.48	0	46
1081	mediocrity	2.64	1.73	6.36	0.71	3.39	1.28	2	1.06	0	1
1082	meeting	4.46	1.57	3.56	0.9	6.06	0.81	4.23	1.67	0	100
1083	melee	3.19	1.81	6.26	0.91	2.93	1.17	4.23	1.93	0	1
1084	member	4.05	1.68	3.92	0.92	5.73	0.89	4.69	1.62	0	100
1085	men	5.86	1.49	2.36	0.58	6.3	1.07	5.86	1.29	0	100
1086	menu	6.19	1.18	4.33	0.97	5.5	1.26	5.83	1.25	0	13
1087	merchant	4.78	1.7	4.08	0.83	4.39	1.32	5.4	1.53	0	50
1088	merit	3.86	1.46	4.44	0.86	4.75	1.28	3.03	1.59	0	38
1089	mermaid	6.03	1.1	3.22	0.75	3.44	1.47	4.83	1.87	0	2
1090	messenger	5.11	1.66	3.83	0.83	4.91	1.31	5.51	1.48	0	30
1091	metal	5.62	1.65	3.08	0.79	5.89	1.04	6.09	1.18	0	50
1092	method	2.78	1.71	4.81	0.99	5.62	1.13	3.17	1.5	0	100
1093	methylene	4.11	2	6.81	0.4	3.23	1.48	5.86	1.33	0	1
1094	mica	4.03	2.33	6.26	0.91	2.53	1.56	4.91	2.2	0	4
1095	microbe	4	1.99	6.22	0.71	3.39	1.54	5	1.83	0	1
1096	midnight	6.08	1.08	3.28	0.9	5.69	1.21	4.03	1.8	0	50
1097	midshipman	3.75	1.91	5.75	1.14	2.59	1.02	5.56	1.79	0	1
1098	might	3.7	1.96	4	0.75	5.14	1.49	2.91	1.57	0.93	100
1099	mile	5.11	1.56	3.14	0.8	5.95	1.18	4.49	1.86	0	100
1100	military	4.84	1.78	4.28	0.73	4.58	1.23	4.26	1.44	0	50
1101	million	4.46	1.84	4.19	1.05	5.19	1.4	3.66	1.96	0	100
1102	millstone	5.32	1.53	4.64	1.06	3.7	1.19	6.09	1.16	0	5
1103	mineral	4.38	1.85	4.69	1.17	4.54	1.63	5.51	1.3	0	38
1104	minister	5.76	1.38	3.42	1.06	5.1	1.22	5.63	1.6	0.56	50
1105	minnow	5.49	1.29	3.97	1.3	3.8	1.26	6.57	0.69	0	3
1106	minute	4.68	1.66	2.64	1	6.69	0.67	3.43	2.05	0.85	100
1107	mirror	6.19	1.39	2.58	0.72	6.02	1.16	6.49	0.81	0	46
1108	mischance	2.54	1.44	5.36	0.95	3.55	1.13	2.6	1.36	0	2
1109	misery	4.3	1.84	4.5	0.93	4.76	1.38	2.69	1.37	0	26
1110	mismanagement	2.92	1.6	5.97	0.9	4.07	1.2	2.89	1.39	0	1
1111	mist	6.43	0.68	3.67	1.03	4.99	1.22	5.17	1.4	0	29
1112	mistress	5.41	1.68	5.17	1.4	4.72	1.31	5.54	1.29	1.18	34
1113	mixture	4.39	1.78	3.5	0.8	5.88	1.33	3.57	1.61	0	39
1114	moan	4.81	1.66	3.28	0.77	5.1	1.45	3.83	1.63	0	20
1115	mocker	3.78	1.86	5.47	1.04	2.95	1.22	4.43	1.73	0	1
1116	modernist	3	1.59	6.14	0.85	2.78	1.09	3.57	1.84	0	1
1117	mohair	5.14	1.92	5.83	1.01	3.77	1.54	6.14	0.8	0	1
1118	molasses	4.57	2.05	6.06	1.18	3.09	1.29	6.09	1.25	0	7
1119	moment	3.22	1.85	3.5	0.87	5.88	1.23	3.2	1.55	0.34	100
1120	monarch	5.6	1.34	4.56	1.12	4.51	1.44	5.14	1.91	0	20
1121	money	5.73	1.67	2.47	0.69	6.67	0.69	6	1.12	0	100
1122	monocle	5.35	1.73	5.31	1.27	3.01	1.25	6.37	0.96	0	1
1123	monsoon	5.42	1.38	5.08	0.98	3.48	1.42	5.6	1.1	0	1
1124	monument	5.49	1.48	4.44	0.86	4.55	1.3	5.86	1.2	0	33
1125	moonlight	6.19	1.04	3.78	0.85	4.67	1.13	4.71	1.41	0	27
1126	moral	3.32	1.63	5.39	0.98	5.33	1.28	1.97	1.22	1.04	50
1127	morass	2.62	1.95	6.47	0.87	1.95	0.92	4.24	1.97	0	2
1128	mortal	4.08	1.75	5.08	0.95	4.54	1.37	4.14	2.06	0	35
1129	mortar	4.16	1.87	5.51	1.08	3.39	1.26	6.23	0.96	1.51	8
1130	mother	6.54	0.92	1.44	0.93	6.38	0.77	6.6	0.6	0	100
1131	motive	2.81	1.78	5.11	0.94	5.4	1.33	2.43	1.4	0	26
1132	motor	5.27	1.43	3.44	1.04	5.45	1.29	5.94	1.26	0.34	50
1133	mountain	6.38	1.1	2.83	0.9	5.5	1.14	6.62	0.54	0	100
1134	mouse	6.22	1.04	2.42	0.68	5.02	1.18	6.69	0.62	0	34
1135	movie	5.68	1.58	3.86	0.92	4.94	1.56	6.03	1.28	0	29
1136	mud	5.84	1.42	2.39	0.59	5.07	1.31	6.37	1.02	0	47
1137	mule	6.14	1.19	3.39	0.79	4.11	1.26	6.71	0.56	0.17	29
1138	multitude	4.42	1.75	4.94	1.1	4.47	1.31	3.63	1.67	0	24
1139	murder	5.76	1.42	3.81	0.94	4.98	1.29	4.35	1.73	0	50
1140	muscle	5.59	1.36	3.97	0.93	5.4	1.15	6.03	1.03	0	35
1141	music	5.86	1.3	2.72	0.69	6	1.05	5.26	1.36	0	100
1142	mussel	5.62	1.42	4.14	1	3.96	1.46	6.54	0.69	0	3
1143	mutilation	5.08	1.51	5.74	0.87	3.63	1.25	4.66	1.53	0	1
1144	muzzle	5.19	1.63	4.61	1.03	3.69	1.18	6.17	1.18	0	9
1145	mystery	4.78	1.7	3.42	1.04	5.48	1.32	2.44	1.31	0	42
1146	nail	6.03	1.52	2.72	0.73	5.75	1.3	6.57	0.69	0.85	50
1147	namesake	3.32	1.95	5.19	1.13	3.96	1.34	3.46	1.87	0	2
1148	napkin	5.87	1.44	3.42	0.89	4.56	1.33	6.57	0.8	0	16
1149	narrowness	4.03	1.99	4.17	0.96	4.01	1.33	2.97	1.36	0	1
1150	nation	4.38	1.68	4.25	1.04	4.97	1.22	4.17	1.84	0	100
1151	native	5.05	1.52	4.25	0.79	4.8	1.23	4.86	1.81	0.17	100
1152	nature	5.27	1.6	3.42	0.79	5.7	1.19	4.23	1.88	0.67	100
1153	navy	5.68	1.38	3.53	0.8	4.65	1.42	4.89	1.74	0.54	49
1154	nearness	4.08	1.73	3.97	0.96	4.39	1.36	2.74	1.2	0	3
1155	necessity	2.76	1.62	5.11	0.94	5	1.26	2.74	1.48	0	50
1156	needle	6	1.35	2.64	0.85	5.09	1.66	6.43	1.13	0.57	34
1157	neglect	3.78	1.58	4.67	0.94	5.09	1.14	2.74	1.56	0	49
1158	neighbour	5.54	1.31	3.23	0.86	5.65	1.14	5.37	1.29	0	100
1159	neighbourhood	4.62	1.68	4.03	1.01	5.07	1.13	4.4	1.5	0	48
1160	nerve	5.05	1.59	4.8	1.12	5.5	1.46	5.09	1.63	1.12	36
1161	net	5.65	1.34	2.69	0.62	4.96	1.49	6.37	0.9	0.55	50
1162	neutrality	3.14	1.73	5.97	0.87	4.09	1.05	2.57	1.64	0	2
1163	newborn	5.38	1.75	4.06	0.97	3.83	1.05	4.66	1.76	0	3
1164	newspaper	6.19	1.33	2.92	1.09	6.48	0.72	6.17	1.21	0	100
1165	newt	4.78	1.53	4.28	1.04	3.35	1.45	6.4	0.99	0	1
1166	nicety	2.27	1.69	5.69	1.2	3.02	0.83	2.29	1.3	0	1
1167	night	6.32	0.93	2.22	0.79	6.75	0.5	5.17	1.44	0	100
1168	nightingale	5.57	1.44	4.19	0.77	3.75	1.31	6.57	0.69	0	9
1169	nip	4.92	1.76	3.03	1.01	4.77	1.5	5.37	1.22	0.93	6
1170	nob	3.78	2.08	4.75	1.66	2.65	1.41	5.11	1.8	0	1
1171	nod	5.14	1.89	2.03	0.88	5.52	1.32	4.49	1.27	0	50
1172	nomad	5.22	1.4	5.11	0.91	3.42	1.14	5.34	1.58	0	2
1173	nomination	3.78	1.55	5.94	0.91	4.44	1.04	3.37	1.64	0	15
1174	nonsense	3.57	1.73	3.36	0.98	5.69	1.26	2.4	1.31	0	19
1175	normal	3.05	1.9	3.75	0.76	6.05	1.21	2.23	1.37	0	41
1176	nose	6.08	1.38	2.06	0.62	6.15	0.96	6.63	0.64	0	100
1177	note	5.11	2.04	2.92	0.76	6.14	1.12	5.88	1.49	1.5	100
1178	notice	4.73	1.77	3.69	0.88	6.34	1.01	4.97	1.86	0.99	100
1179	noun	3.38	2.03	4.14	0.79	4.98	1.37	3.8	1.83	0	1
1180	novel	5.92	1.38	4.75	1.04	5.18	1.35	5.43	1.76	0.54	39
1181	nozzle	5.19	1.47	4.11	0.84	4.39	1.17	5.83	1.18	0	2
1182	number	5.05	2.03	2.39	0.68	6.49	0.77	4.17	2.14	0.17	100
1183	nurse	6.27	1.08	2.56	0.68	5.26	1.25	6.06	1.31	0	50
1184	nutrient	3.84	2.03	6.11	0.81	3.99	1.69	4.43	1.7	0	2
1185	oak	6.3	1.04	3.11	0.81	4.78	1.41	6.57	0.73	0	50
1186	oath	4.49	1.8	4.08	1.14	4.02	1.5	3.29	1.75	0	18
1187	object	4.14	1.88	3.39	0.95	5.86	1.11	5.06	1.64	1.33	100
1188	oblivion	3.92	2.08	6.39	0.72	3.79	1.44	2.29	1.41	0	5
1189	observation	3.51	1.5	5.39	0.86	5	1.15	3.23	1.61	0	40
1190	observer	4.95	1.84	4.86	1.13	4.69	1.58	5.26	1.46	0.81	26
1191	obstruction	4.19	1.52	5.42	1.06	4.45	1.19	4.31	1.49	0	5
1192	occupation	3.81	1.93	4.89	1.07	5.29	1.18	3.86	1.68	0	34
1193	ocean	6.3	0.93	3.17	0.69	5	1.31	6.43	0.93	0	100
1194	odour	5.62	1.51	4.61	0.92	4.54	1.36	4.89	1.74	0	27
1195	offal	4.08	2.2	6.33	0.78	2.76	1.41	6.14	0.99	0	1
1196	offense	3.76	1.75	4.92	0.95	4.51	1.45	3.11	1.53	0	28
1197	offshoot	2.95	1.71	5.86	1.11	3.73	1.39	3.43	1.81	0	1
1198	oil	6.24	1.26	3.03	0.99	5.47	1.32	6.31	1.06	0.39	100
1199	olive	5.68	1.74	4.58	1.16	3.76	1.52	6.54	0.81	0	34
1200	omen	4.11	1.88	5.58	1.19	4.02	1.19	2.89	1.54	0	5
1201	onion	6.08	1.44	2.86	0.79	5.32	1.49	6.83	0.45	0	25
1202	onslaught	3.59	1.7	6	0.75	3.39	1.08	3.37	1.46	0	2
1203	opening	4.68	1.77	3.36	1.03	5.42	1.28	4.69	1.51	1.5	36
1204	opportunity	3.32	1.66	4.75	0.76	5.54	1.09	3	1.66	0	50
1205	opposition	3.65	1.7	5.5	0.96	4.83	1.39	3.12	1.41	0	29
1206	optimism	4.24	1.91	5.42	0.76	5	1.29	2.26	1.36	0	3
1207	orange	6.65	0.67	2.03	0.69	5.83	1.29	6.31	1.58	0.62	50
1208	order	3.73	1.91	3.44	0.68	5.97	1	3.43	1.57	1.15	100
1209	organ	5.81	1.52	3.56	1.14	5.01	1.41	6.31	1.01	0.78	48
1210	origin	3.3	1.92	4.92	0.98	5.47	1.22	2.83	1.38	0	28
1211	originality	3.41	1.7	5	1	4.88	1.11	2.46	1.23	0	5
1212	ornament	6	1.25	3.03	0.93	4.6	1.53	6.5	0.92	0	30
1213	oscillation	4.46	1.76	6.67	0.53	3.3	1.23	3.31	1.56	0	2
1214	ostentation	2.86	1.77	6.53	0.83	2.94	1.19	2.51	1.34	0	1
1215	otter	5.78	1.19	3.83	0.8	3.91	1.4	6.69	0.57	0	8
1216	outbreak	3.65	1.66	4.44	0.9	4.71	1.11	3.6	1.48	0	10
1217	outfit	4.76	1.67	4.17	1.07	4.71	1.35	5.37	1.42	0.34	17
1218	outhouse	5	1.33	4.61	1.23	3.78	1.42	6.03	1.03	0	1
1219	outpost	3.84	1.53	4.81	0.91	3.68	1.2	4.77	1.77	0	3
1220	outset	2.76	1.67	5.09	1.02	3.94	1.24	3	1.77	0	4
1221	oven	6.19	1.2	2.36	0.53	5.78	1.11	6.49	0.73	0	29
1222	overcoat	5.58	1.61	3.81	1.13	4.41	1.51	6.46	0.94	0	12
1223	overlap	4.05	1.71	4.44	0.93	4.72	1.21	3.74	1.81	0	3
1224	overproduction	3.22	1.54	5.92	0.95	3.48	1.01	2.91	1.34	0	3
1225	overshoe	3.84	2.03	5.5	1.28	2.51	0.91	5.8	1.33	0	1
1226	overtone	2.74	1.5	5.89	0.87	3.81	1.26	2.94	1.43	2.22	2
1227	owl	6.05	1.39	2.69	0.91	4.55	1.4	6.49	1.11	0	35
1228	ox	5.54	1.67	3.29	1	3.64	1.5	6.71	0.66	0	32
1229	package	5.35	1.76	3.64	1.03	4.97	1.6	6.11	1.04	0.38	38
1230	pact	3.53	1.42	5.31	0.88	3.82	1.05	3.63	1.76	0	4
1231	page	5.38	1.88	2.67	0.85	6.51	0.73	5.8	1.56	0.45	100
1232	painting	6.08	1.34	2.58	0.83	5.27	1.43	6.51	0.73	0.17	45
1233	palace	6.22	0.9	2.94	0.74	4.61	1.4	6.17	1.13	0	100
1234	palette	4.43	1.92	5.42	1.21	3.01	1.32	5.94	1.31	1.07	1
1235	palm	5.73	1.45	3.33	0.85	5.1	1.42	6.37	0.9	0.88	37
1236	pampas	4.16	1.78	5.97	0.9	2.52	1.13	6	1.1	0	1
1237	pancreas	4.59	1.85	6.56	0.83	3.96	1.64	6.03	1.18	0	1
1238	panoply	2.19	1.67	6.72	0.61	1.94	1.2	4.2	1.83	0	1
1239	paper	5.89	1.66	2.29	0.78	6.8	0.58	6.46	0.84	0.55	100
1240	paradise	5.22	1.74	4.56	1.07	4.14	1.41	3.23	2.03	0	29
1241	parallelism	3.3	1.83	6.47	0.55	2.75	1.01	2.49	1.25	0	1
1242	pardon	3.49	1.67	3.42	0.89	5.43	1.21	3.06	1.53	1	36
1243	park	5.84	1.37	2.19	0.57	5.78	1.25	6.43	0.87	0.63	50
1244	parliament	4.81	1.71	5.08	1.12	5.11	1.31	4.71	1.78	0	28
1245	part	3.73	1.85	3.14	0.79	6.27	0.92	3.57	2	0.83	100
1246	participant	3.76	1.6	5.75	0.95	4.3	1.11	4.51	1.63	0	1
1247	partner	5.19	1.59	3.44	0.8	5.55	1.17	5.2	1.47	0	32
1248	passage	5.31	1.6	3.56	0.83	5.25	1.43	5.86	1.05	1.49	100
1249	passenger	5.35	1.47	3.78	0.92	5.43	1.18	5.91	1.15	0	50
1250	paste	5.35	1.47	3.17	0.83	4.78	1.36	5.94	1.15	1.18	17
1251	pasture	5.68	1.27	3.86	0.85	4.14	1.19	5.91	0.91	0	30
1252	patience	4.08	1.73	4.03	0.76	5.35	1.18	2.71	1.47	0.73	39
1253	patient	5.32	1.25	3.66	0.83	5.38	1.36	5.06	1.67	0.68	50
1254	pattern	4.59	1.38	3.19	0.74	5.55	1.2	4.89	1.58	0.45	50
1255	pause	3.59	1.97	4.14	0.79	5.28	1.27	3.03	1.34	0	50
1256	payment	4.78	1.6	4.39	0.72	5.27	1.17	4.43	1.79	0	47
1257	peach	6.41	0.82	2.92	0.89	5.03	1.33	6.8	0.47	0	29
1258	peasant	5.46	1.44	4.19	0.78	4.22	1.49	5.77	1.31	0	32
1259	peck	5	1.49	3	0.78	4.71	1.31	4.43	1.82	0.94	13
1260	pedal	5.62	1.28	3.06	0.74	4.85	1.4	6.29	1.08	0	2
1261	peep	4.43	1.55	2.89	1.05	4.18	1.41	3.94	1.71	1.01	27
1262	pelt	5.14	1.61	4.39	1.03	3.72	1.39	5.2	1.74	1.51	6
1263	pencil	6.19	1.16	2.25	0.49	6.32	0.94	6.69	0.62	0	40
1264	pendulum	6.11	1.23	4.22	0.95	4.07	1.47	6.14	1.38	0	5
1265	penny	6.05	1.39	1.86	0.63	6.47	0.88	6.51	0.87	0	38
1266	people	5.54	1.62	2.81	0.84	6.42	0.84	5.49	1.44	0	100
1267	pepper	5.92	1.42	2.69	0.7	5.65	1.33	6.51	0.73	0.45	27
1268	perch	4.68	1.53	4.14	0.92	3.96	1.35	6.06	1.01	0.99	23
1269	perdition	1.86	1.17	6.75	0.55	2.22	1.2	2.63	1.4	0	2
1270	performance	4.59	1.81	4.57	0.9	5.3	1.18	4.17	1.86	0	35
1271	period	4.44	2.03	4.58	0.98	5.64	1.13	3.6	1.73	0.88	100
1272	permit	4.16	1.73	4.58	0.89	4.91	1.17	4	1.91	0.93	50
1273	perpetrator	2.78	1.62	6.53	0.83	3.07	1.06	4.17	1.84	0	1
1274	persecution	4.22	1.71	5.75	0.89	4.23	1.27	2.94	1.35	0	7
1275	personality	4.11	2.08	5.08	1.01	5.75	1.03	3.06	1.74	0	30
1276	personnel	3.81	1.52	5.75	0.89	4.82	1.13	4.4	1.84	0	5
1277	perturbation	2.38	1.42	6.58	0.64	2.55	1.09	2.06	1.17	0	1
1278	pest	4.51	1.81	3.06	0.94	4.82	1.39	4.97	1.36	0.77	6
1279	pet	5.89	1.43	2.19	0.91	5.15	1.34	5.8	1.19	0.29	26
1280	pew	5.16	1.78	4.31	1.24	3.59	1.53	5.94	1.19	0.17	5
1281	phaeton	2.27	1.88	6.89	0.39	1.32	0.72	3.88	2.15	0	1
1282	phial	4	2.4	6.53	0.83	2.73	1.41	5.71	1.6	0	1
1283	phiology	1.68	1.41	6.92	0.28	1.83	1.05	2.62	1.57	0	1
1284	philosophy	3.11	1.76	6.22	0.92	4.83	1.4	2.29	1.54	0	30
1285	photograph	6.33	0.91	3.17	1.19	5.43	1.11	6.46	1	0	35
1286	physician	5.46	1.62	5.61	0.79	4.05	1.53	6.09	1.08	0	43
1287	piano	6.16	1.31	2.53	0.87	4.98	1.47	6.66	0.63	0	26
1288	picture	5.78	1.29	2.19	0.97	6.1	1.02	6.11	1.09	0.73	100
1289	pig	6.41	0.85	2.33	0.71	5.09	1.41	6.49	1.13	0	44
1290	pigeon	6.14	1.03	3.25	0.89	4.8	1.5	6.74	0.55	0.17	34
1291	pillow	6.19	1.29	2.17	0.6	6.11	1.11	6.34	1.07	0	33
1292	pin	6.08	1.36	2.61	0.89	5.45	1.33	6.49	0.77	0.45	43
1293	pioneer	4.22	1.88	4.97	1.12	3.46	1.26	4.83	1.61	0	27
1294	piping	4.97	1.72	4.36	1	4.51	1.07	5.63	1.33	2.23	4
1295	pit	5.95	1.35	3.14	0.79	4.93	1.51	6.26	0.94	0.34	29
1296	pity	4.11	1.91	3.53	0.65	5.44	1.19	2.57	1.54	0	50
1297	place	3.78	1.76	2.69	0.62	6.41	1	4.66	1.74	0.83	100
1298	plain	4.3	1.93	3.61	0.76	5.4	1.18	4.26	2.12	1.24	100
1299	planet	5.84	1.28	4.14	0.89	4.57	1.49	5.46	1.64	0	34
1300	platform	5.35	1.49	3.86	0.86	4.98	1.17	5.74	1.42	0	35
1301	play	5.46	1.62	1.92	0.64	5.93	1.06	5.31	1.28	1.56	100
1302	plaza	3.57	1.88	6.42	0.95	2.28	0.91	4.97	1.38	0	1
1303	pleasure	5.46	1.67	3.94	1	5.67	1.24	3.29	1.67	0	100
1304	plenipotentiary	1.35	0.99	6.97	0.16	1.28	0.56	3.52	1.88	0	2
1305	plot	4	1.63	4.22	1.11	5.06	1.47	3.37	1.42	1.31	36
1306	plug	5.89	1.41	2.42	0.83	5.75	1.35	5.86	1.48	1.09	9
1307	plunge	5.54	1.48	4.06	0.94	4.41	1.33	4.03	1.58	0	43
1308	pocket	5.54	1.55	2.28	0.61	6.16	1.26	6.26	1.02	0.38	50
1309	poetry	4.89	1.54	3.86	0.75	4.87	1.37	4.46	1.87	0	26
1310	poison	5.16	1.7	3.64	0.85	4.93	1.19	5.51	1.56	0	42
1311	polish	5	1.56	3.36	0.82	4.85	1.42	5.6	1.15	0.38	28
1312	politician	5.13	1.63	5.11	1.07	5.56	1.14	5.14	1.53	0	25
1313	polka	4.81	1.84	5.71	0.94	2.81	1.3	4.94	1.43	0.29	1
1314	polyp	2.41	2.19	6.78	1	1.85	1.26	4.47	2.09	0	1
1315	pond	6.05	1.39	2.39	0.54	5.06	1.45	6.6	0.68	0	30
1316	pool	5.83	1.28	2.39	0.76	5.41	1.29	6.03	1.23	0.45	34
