ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	POS	IDS_IN_SOURCE	LINKS	POLYSEMY_CLASS	FREQUENCY_CLASS	DEGREE_CLASS	RELATION_TYPE	FORWARD_SCORES	BACKWARD_SCORES	SCORED_RELATIONS
Lapesa-2014-772-593	593	251	SHARPEN (SOMETHING)	sharpen	verb	369:to-hone-to-sharpen:1	←321	poli2	freqMed	HIGH	SYN	4.3	4.3	"{""to-hone-to-sharpen"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.3, ""BACKWARD_SCORE"": 4.3, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-594	594	708	SHINE	shine	verb	557:to-twinkle-to-shine:1 558:to-twinkle-to-shine:1	←685 ←685	poli2 poli2	freqMin freqMin	LOW HIGH	SYN HYP	3.3 4.8	4.0 4.8	"{""to-twinkle-to-shine"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.8, ""BACKWARD_SCORE"": 4.8, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-595	595			ship	verb	363:to-export-to-ship:1	←248	poli1	freqMax	HIGH	SYN	3.7	3.7	"{""to-export-to-ship"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.7, ""BACKWARD_SCORE"": 3.7, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-596	596	1645	SHORT	short	adjective	25:concise-short:1	←126	poli3	freqMed	HIGH	HYP	4.9	4.5	"{""concise-short"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.9, ""BACKWARD_SCORE"": 4.5, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-597	597	715	SHOUT	shout	verb	578:to-whisper-to-shout:1 580:to-whisper-to-shout:1 582:to-whisper-to-shout:1	←755 ←755 ←755	poli1 poli1 poli1	freqMed freqMed freqMed	NOT NOT HIGH	HYP SYN ANT	0.0 0.0 4.9	0.0 0.0 5.0	"{""to-whisper-to-shout"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.9, ""BACKWARD_SCORE"": 5.0, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-598	598			show	noun	697:encore-show:1	←226	poli1	freqMed	LOW	HYP	2.0	3.4	"{""encore-show"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 2.0, ""BACKWARD_SCORE"": 3.4, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-599	599	3458	SILENCE	silence	noun	826:thump-silence:1	←667	poli2	freqMin	NOT	HYP	0.1	0.0	"{""thump-silence"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 0.1, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-600	600			similarity	noun	655:contradiction-similarity:1	←140	poli3	freqMax	LOW	ANT	4.2	3.5	"{""contradiction-similarity"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.2, ""BACKWARD_SCORE"": 3.5, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-601	601			simper	verb	493:to-simper-to-sneer:0 494:to-simper-to-frown:0 495:to-simper-to-smirk:0	→612 →276 →610	poli1 poli1 poli1	freqMin freqMin freqMin	LOW HIGH NOT	ANT ANT ANT	2.1 3.1 1.1	3.3 2.9 1.4	"{""to-simper-to-sneer"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 2.1, ""BACKWARD_SCORE"": 3.3, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}, ""to-simper-to-frown"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 3.1, ""BACKWARD_SCORE"": 2.9, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}, ""to-simper-to-smirk"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 1.1, ""BACKWARD_SCORE"": 1.4, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-602	602			simplify	verb	515:to-streamline-to-simplify:1	←641	poli1	freqMed	NOT	ANT	0.0	0.0	"{""to-streamline-to-simplify"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-603	603			single	adjective	42:double-single:1 43:double-single:1	←209 ←209	poli2 poli2	freqMax freqMax	HIGH NOT	ANT SYN	3.6 0.1	3.3 0.0	"{""double-single"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.1, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-604	604	2845	SIZE (OF OBJECT)	size	noun	736:measurement-size:1	←422	poli2	freqMax	NOT	ANT	0.3	0.6	"{""measurement-size"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.3, ""BACKWARD_SCORE"": 0.6, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-605	605			skyline	noun	817:skyline-ground:0 818:skyline-horizon:0 819:skyline-landscape:0	→302 →322 →386	poli2 poli2 poli2	freqMed freqMed freqMed	NOT HIGH LOW	SYN SYN SYN	1.0 3.8 2.6	0.9 4.3 2.1	"{""skyline-ground"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 1.0, ""BACKWARD_SCORE"": 0.9, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}, ""skyline-horizon"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.8, ""BACKWARD_SCORE"": 4.3, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}, ""skyline-landscape"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 2.6, ""BACKWARD_SCORE"": 2.1, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-606	606			slam	verb	496:to-slam-to-praise:0 497:to-slam-to-flatter:0 498:to-slam-to-bang:0	→499 →265 →53	poli3 poli3 poli3	freqMed freqMed freqMed	HIGH LOW NOT	ANT ANT ANT	3.9 4.4 0.2	4.0 4.4 0.8	"{""to-slam-to-praise"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 3.9, ""BACKWARD_SCORE"": 4.0, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}, ""to-slam-to-flatter"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.4, ""BACKWARD_SCORE"": 4.4, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}, ""to-slam-to-bang"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.2, ""BACKWARD_SCORE"": 0.8, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-607	607			slap	verb	533:to-swat-to-slap:1 536:to-swat-to-slap:1	←652 ←652	poli1 poli1	freqMin freqMin	LOW LOW	HYP SYN	3.4 4.1	4.2 4.5	"{""to-swat-to-slap"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.1, ""BACKWARD_SCORE"": 4.5, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-608	608			slowness	noun	842:velocity-slowness:1	←740	poli1	freqMax	NOT	SYN	1.4	1.3	"{""velocity-slowness"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 1.4, ""BACKWARD_SCORE"": 1.3, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-609	609	1246	SMALL	small	adjective	106:partial-small:1	←476	poli2	freqMax	LOW	SYN	1.4	1.4	"{""partial-small"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 1.4, ""BACKWARD_SCORE"": 1.4, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-610	610			smirk	verb	495:to-simper-to-smirk:1	←601	poli1	freqMin	NOT	ANT	1.1	1.4	"{""to-simper-to-smirk"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 1.1, ""BACKWARD_SCORE"": 1.4, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-611	611	1234	SMOOTH	smooth	adjective	189:uneven-smooth:1	←700	poli3	freqMed	LOW	ANT	4.6	4.5	"{""uneven-smooth"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.6, ""BACKWARD_SCORE"": 4.5, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-612	612			sneer	verb	493:to-simper-to-sneer:1	←601	poli1	freqMin	LOW	ANT	2.1	3.3	"{""to-simper-to-sneer"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 2.1, ""BACKWARD_SCORE"": 3.3, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-613	613	375	SNIFF	sniff	verb	447:to-nose-to-sniff:1	←450	poli3	freqMin	NOT	ANT	0.1	0.7	"{""to-nose-to-sniff"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.1, ""BACKWARD_SCORE"": 0.7, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-614	614			sober	verb	399:to-intoxicate-to-sober:1	←368	poli3	freqMin	HIGH	ANT	5.0	5.0	"{""to-intoxicate-to-sober"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 5.0, ""BACKWARD_SCORE"": 5.0, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-615	615			sole	adjective	7:associative-sole:1	←47	poli3	freqMin	LOW	ANT	1.6	3.3	"{""associative-sole"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 1.6, ""BACKWARD_SCORE"": 3.3, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-616	616	2879	SOUND (OF INSTRUMENT OR VOICE)	sound	verb	481:to-screech-to-sound:1 522:to-strum-to-sound:1 827:thump-sound:1	←580 ←645 ←667	poli3 poli1 poli2	freqMin freqMin freqMin	LOW LOW HIGH	HYP HYP HYP	4.5 3.0 4.7	4.4 3.6 4.8	"{""to-screech-to-sound"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.5, ""BACKWARD_SCORE"": 4.4, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}, ""to-strum-to-sound"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 3.0, ""BACKWARD_SCORE"": 3.6, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}, ""thump-sound"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.7, ""BACKWARD_SCORE"": 4.8, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-617	617			sparkle	verb	559:to-twinkle-to-sparkle:1 560:to-twinkle-to-sparkle:1	←685 ←685	poli2 poli2	freqMin freqMin	HIGH LOW	SYN HYP	4.6 3.8	4.7 2.7	"{""to-twinkle-to-sparkle"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 3.8, ""BACKWARD_SCORE"": 2.7, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-618	618			spatial	adjective	39:dimensional-spatial:1	←188	poli1	freqMed	NOT	ANT	1.0	1.1	"{""dimensional-spatial"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 1.0, ""BACKWARD_SCORE"": 1.1, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-619	619	1623	SPEAK	speak	verb	575:to-whisper-to-speak:1	←755	poli1	freqMed	HIGH	HYP	4.0	4.0	"{""to-whisper-to-speak"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.0, ""BACKWARD_SCORE"": 4.0, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-620	620			speed	noun	841:velocity-speed:1	←740	poli1	freqMax	HIGH	SYN	3.9	4.7	"{""velocity-speed"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.9, ""BACKWARD_SCORE"": 4.7, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-621	621	843	SPIDER	spider	noun	611:arachnid-spider:1	←39	poli1	freqMin	HIGH	SYN	4.6	4.5	"{""arachnid-spider"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.6, ""BACKWARD_SCORE"": 4.5, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-622	622	121	SPIN	spin	verb	501:to-spiral-to-spin:1 504:to-spiral-to-spin:1	←623 ←623	poli3 poli3	freqMed freqMed	HIGH NOT	SYN ANT	3.8 0.0	4.2 0.2	"{""to-spiral-to-spin"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.2, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-623	623			spiral	verb	499:to-spiral-to-straighten:0 500:to-spiral-to-straighten:0 501:to-spiral-to-spin:0 502:to-spiral-to-uncurl:0 503:to-spiral-to-wind:0 504:to-spiral-to-spin:0	→640 →640 →622 →695 →759 →622	poli3 poli3 poli3 poli3 poli3 poli3	freqMed freqMed freqMed freqMed freqMed freqMed	HIGH NOT HIGH LOW LOW NOT	ANT SYN SYN ANT SYN ANT	4.8 0.1 3.8 4.2 3.1 0.0	4.3 0.0 4.2 4.8 2.0 0.2	"{""to-spiral-to-straighten"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.1, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}, ""to-spiral-to-spin"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.2, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}, ""to-spiral-to-uncurl"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.2, ""BACKWARD_SCORE"": 4.8, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}, ""to-spiral-to-wind"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.1, ""BACKWARD_SCORE"": 2.0, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-624	624	1437	SPLIT	split	verb	505:to-split-to-break:0 506:to-split-to-divide:0 507:to-split-to-join:0 508:to-split-to-join:0 509:to-split-to-join:0 510:to-split-to-divide:0 511:to-split-to-divide:0 512:to-split-to-combine:0 513:to-split-to-part:0	→77 →205 →375 →375 →375 →205 →205 →114 →475	poli3 poli3 poli3 poli3 poli3 poli3 poli3 poli3 poli3	freqMax freqMax freqMax freqMax freqMax freqMax freqMax freqMax freqMax	LOW HIGH NOT HIGH NOT HIGH NOT LOW LOW	SYN SYN SYN ANT HYP HYP ANT ANT HYP	3.5 4.7 0.0 4.3 0.0 4.9 0.0 5.0 4.4	4.0 4.7 0.0 5.0 0.0 4.9 0.1 4.4 3.8	"{""to-split-to-break"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.5, ""BACKWARD_SCORE"": 4.0, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}, ""to-split-to-divide"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.1, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}, ""to-split-to-join"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}, ""to-split-to-combine"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 5.0, ""BACKWARD_SCORE"": 4.4, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}, ""to-split-to-part"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.4, ""BACKWARD_SCORE"": 3.8, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-625	625			stagnate	verb	373:to-immobilize-to-stagnate:1	←335	poli3	freqMin	LOW	SYN	2.8	2.8	"{""to-immobilize-to-stagnate"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 2.8, ""BACKWARD_SCORE"": 2.8, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-626	626			stagnation	noun	740:metamorphosis-stagnation:1 743:metamorphosis-stagnation:1 745:metamorphosis-stagnation:1	←425 ←425 ←425	poli3 poli3 poli3	freqMin freqMin freqMin	NOT NOT HIGH	HYP SYN ANT	0.0 0.0 4.1	0.1 0.0 4.4	"{""metamorphosis-stagnation"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.1, ""BACKWARD_SCORE"": 4.4, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-627	627	1430	STAR	star	noun	763:planet-star:1	←489	poli2	freqMax	LOW	ANT	1.2	1.3	"{""planet-star"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 1.2, ""BACKWARD_SCORE"": 1.3, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-628	628			stare	verb	584:to-wink-to-stare:1	←760	poli3	freqMin	NOT	HYP	0.8	0.6	"{""to-wink-to-stare"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 0.8, ""BACKWARD_SCORE"": 0.6, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-629	629			stasis	noun	744:metamorphosis-stasis:1	←425	poli3	freqMin	LOW	ANT	3.6	3.8	"{""metamorphosis-stasis"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 3.6, ""BACKWARD_SCORE"": 3.8, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-630	630			state	noun	771:preparedness-state:1	←503	poli1	freqMin	HIGH	HYP	3.3	4.5	"{""preparedness-state"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 3.3, ""BACKWARD_SCORE"": 4.5, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-631	631			statement	noun	617:assertion-statement:1	←46	poli2	freqMax	HIGH	HYP	3.7	3.9	"{""assertion-statement"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 3.7, ""BACKWARD_SCORE"": 3.9, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-632	632	987	REMAIN	stay	verb	414:to-journey-to-stay:1 544:to-tour-to-stay:1	←376 ←672	poli2 poli1	freqMed freqMax	NOT NOT	HYP SYN	0.1 0.3	0.0 0.3	"{""to-journey-to-stay"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 0.1, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}, ""to-tour-to-stay"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.3, ""BACKWARD_SCORE"": 0.3, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-633	633			sterilize	verb	322:to-contaminate-to-sterilize:1	←139	poli2	freqMed	HIGH	ANT	4.9	5.0	"{""to-contaminate-to-sterilize"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.9, ""BACKWARD_SCORE"": 5.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-634	634	696	STIR	stir	verb	569:to-whisk-to-stir:1 570:to-whisk-to-stir:1	←754 ←754	poli3 poli3	freqMed freqMed	HIGH HIGH	HYP SYN	4.7 4.5	4.5 4.5	"{""to-whisk-to-stir"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.5, ""BACKWARD_SCORE"": 4.5, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-635	635			stoic	adjective	47:emotional-stoic:1	←221	poli3	freqMax	LOW	ANT	4.8	4.1	"{""emotional-stoic"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.8, ""BACKWARD_SCORE"": 4.1, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-636	636			stomp	verb	446:to-nose-to-stomp:1	←450	poli3	freqMin	LOW	ANT	0.4	1.1	"{""to-nose-to-stomp"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.4, ""BACKWARD_SCORE"": 1.1, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-637	637	857	STONE	stone	noun	820:stone-rock:0 821:stone-sand:0 822:stone-crystal:0	→561 →569 →156	poli3 poli3 poli3	freqMax freqMax freqMax	HIGH NOT LOW	SYN SYN SYN	4.8 0.9 2.8	4.9 0.8 2.3	"{""stone-rock"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.8, ""BACKWARD_SCORE"": 4.9, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}, ""stone-sand"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.9, ""BACKWARD_SCORE"": 0.8, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}, ""stone-crystal"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 2.8, ""BACKWARD_SCORE"": 2.3, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-638	638	2880	HALT (STOP)	stop	verb	374:to-immobilize-to-stop:1	←335	poli3	freqMin	HIGH	SYN	4.0	4.5	"{""to-immobilize-to-stop"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.0, ""BACKWARD_SCORE"": 4.5, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}}"
