CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_VALENCE_MEAN	ENGLISH_AROUSAL_MEAN	ENGLISH_DOMINANCE_MEAN	ENGLISH_VALENCE_MEAN_MALE	ENGLISH_VALENCE_MEAN_FEMALE	ENGLISH_AROUSAL_MEAN_MALE	ENGLISH_AROUSAL_MEAN_FEMALE	ENGLISH_DOMINANCE_MEAN_MALE	ENGLISH_DOMINANCE_MEAN_FEMALE	ENGLISH_VALENCE_MEAN_YOUNG	ENGLISH_VALENCE_MEAN_OLD	ENGLISH_AROUSAL_MEAN_YOUNG	ENGLISH_AROUSAL_MEAN_OLD	ENGLISH_DOMINANCE_MEAN_YOUNG	ENGLISH_DOMINANCE_MEAN_OLD	ENGLISH_VALENCE_MEAN_HIGH	ENGLISH_VALENCE_MEAN_LOW	ENGLISH_AROUSAL_MEAN_HIGH	ENGLISH_AROUSAL_MEAN_LOW	ENGLISH_DOMINANCE_MEAN_HIGH	ENGLISH_DOMINANCE_MEAN_LOW	LINE_IN_SOURCE
3821	BROOK	brook	7	3.33	6.08	6.67	7.06	2.43	3.62	5.38	6.44	6.57	7.23	2.43	3.62	5.71	6.6	7.18	6.78	3.1	3.55	5.5	6.28	1522
383	MASTER	master	5.72	4.4	4.17	5.38	6	4.43	4.38	4.27	4	5.36	6.29	3.22	5.36	4.73	3.29	5.83	5.67	6.62	2.92	3.22	5.11	7500
384	FREEMAN	freeman	6.62	4.42	6.41	7	6.38	4	4.91	6.15	6.78	7.38	6.17	5	3.6	6.42	6.4	7.45	5.7	4.43	4.41	6.5	6.3	4935
3840	CRANBERRY	cranberry	6.36	3.64	5.74	6.62	6.21	3.8	3.5	6.33	5.46	7	5.6	3.82	3.45	5.36	6.8	6.91	5.82	3.83	3.4	6.33	5.2	2856
3841	WINDMILL	windmill	6.17	3.52	6.15	5.25	6.9	3.57	3.5	6.54	5.77	6.11	6.22	3.65	3.39	6.06	6.33	6.43	6	3.77	3.29	6.6	5.88	13737
3844	CONTEMPT	contempt	3.22	4.61	4.45	3.14	3.26	4.67	4.58	4.67	4.36	2.94	3.43	5	4.12	5.6	3.3	3.33	3.1	5.89	3.33	4.42	4.5	2639
3845	DISAPPOINTMENT	disappointment	2.79	4.9	4.08	3	2.33	3.4	5.4	4.46	3.64	3.44	2.2	3.57	5.62	3.36	4.69	3.2	2.33	6.2	3.6	4	4.22	3516
3846	EXCITEMENT	excitement	7.62	6.21	6.33	7.89	7.39	5.6	6.54	6	6.53	7.7	7.53	6.22	6.2	6.15	6.73	7.5	7.71	6.16	6.25	6.64	6.08	4293
3848	SURPRISE (FEELING)	surprise	7.44	6.57	5.17	6.5	8.2	5.71	7	5.27	5	7	8.14	6.44	6.67	5	5.43	7.83	7.25	7.11	6.17	5	5.33	12138
3849	TRIUMPH	triumph	7.34	5.6	7.5	6.62	7.68	4.93	5.96	7.5	7.5	7.18	7.46	6.17	5.2	7.5	7.5	7.11	7.52	5.47	5.71	7.09	8	12831
385	RESPECT (SOMEBODY)	respect	6.79	4.79	7.26	5	7.12	5	4.64	6.79	7.44	7.56	6.1	4.67	4.9	6.67	7.71	6.33	7.57	5	4.6	7.23	7.28	10269
3854	SADNESS	sadness	2.4	2.81	3.84	2.33	2.41	2.14	3.15	4.5	3.53	2.43	2.38	2.29	3.08	4.43	3.09	2.36	2.44	3.3	2.36	5	3.39	10587
3855	ITCH (CAUSE ITCHING OR FEEL ITCHY)	itch	3.11	5	3.86	3.78	2.5	5.71	4.64	4.2	3.55	4.43	2.33	4.4	5.55	4.31	3.12	2.89	3.3	4.92	5.12	3.62	4	6633
3857	EGGSHELL	eggshell	5.2	3.17	4.33	4.8	5.33	4	2.85	4	4.73	5.7	4.7	4.29	2.45	4.31	4.38	6.17	4.79	2.5	3.5	5	3.93	3965
3858	CONFUSED	confused	3.11	4.28	4.13	3	3.07	5.12	3.7	4.44	3.93	3.33	2.92	4.89	3.7	5.07	2.38	3.14	3.08	4.72	3.9	3.8	4.38	2550
3859	MIDWIFE	midwife	5.65	3.14	5.96	5.33	5.71	3.86	2.85	5.62	6.12	4.71	6.15	4.29	2.62	5.79	6.2	5.36	6	3.1	3.18	6	5.94	7694
3860	POSSESSIONS	belongings	6.09	3.96	6.17	6.33	5.92	3.6	4.19	6.56	5.93	7	5.57	4.15	3.77	5.82	6.5	6	6.17	3.91	4	6.7	5.77	1064
3861	FAIL	fail	2.33	5.5	4.74	2.77	1.62	4.71	5.92	4.43	4.92	2.42	2.22	4.89	6	5.1	4.33	2.56	2.17	5.46	5.57	4.83	4.57	4436
3866	ABORTION	abortion	2.58	5.43	4.73	2.8	2.5	4.93	5.64	4.27	5.18	2.8	2.33	5.61	5.25	4.59	5	2.12	2.91	5.77	5.12	5.47	4.16	23
3867	ALCOHOLIC (PERSON)	alcoholic	2.49	5.48	3.27	3	2.13	5.36	5.58	4.18	2.36	2.16	2.8	6.09	4.92	2.92	3.78	2.14	2.68	5.08	5.91	2.88	3.5	287
3869	ANXIOUS	anxious	3.8	6.2	4.15	4.2	3.4	5.67	6.48	4.3	4	3.89	3.71	6.05	6.33	3.75	4.42	3.89	3.73	5.94	6.37	4.18	4.11	485
387	SLING	sling	4.26	4.9	5.73	3.9	4.67	4.86	4.92	5.69	5.77	4.09	4.5	5.27	4.44	6	5.22	4.22	4.3	4.12	5.42	6.2	5.44	11311
3870	RUSTY	rusty	3.5	4.24	4.51	4.11	2.89	5.14	3.79	3.61	4.95	4.71	2.73	3.9	4.55	4.72	4.27	3.22	3.78	4.38	4.15	5.05	4.15	10567
3871	MURDERER	assassin	2.11	5.82	3.36	2.62	1.7	5.76	5.85	4.7	2.25	3.33	1.5	4.79	6.3	3.18	3.55	1.88	2.3	6.39	5.42	3.18	3.55	650
3872	BLOND	blond	6.08	3	5.38	6.82	5.5	3.67	2.67	5.38	5.46	5.57	6.35	2.9	3.12	5.69	4.95	6	6.16	3.44	2.56	5.19	5.57	1246
3873	CHOCOLATE	chocolate	7.63	5.14	5.88	7.89	7.4	5.14	5.08	5.07	6.26	7.43	7.75	5.86	4.69	5.94	5.83	7.44	7.8	5.2	5.09	6.77	5.48	2060
3874	KNOWLEDGE	knowledge	7.28	4.86	7.2	7	7.42	5.65	4.14	6.81	7.41	6.91	7.76	5.06	4.71	6.68	7.7	6.92	7.46	5.06	4.73	8.05	6.58	6861
3875	CRIMINAL	criminal	2.11	4.49	4.09	2	2.13	3.45	4.91	3.75	4.19	2	2.17	4.31	4.89	4.62	3.17	2.29	2	4.22	4.67	3.95	4.16	2911
3876	DENTIST	dentist	3.84	4.37	4.7	4	3.57	4.89	4.21	5.14	4.46	3.94	3.76	5.07	3.96	4.53	5.2	3.88	3.82	5.24	3.67	4.4	5	3284
3877	DEPRESSION	depression	2.44	5.2	3.33	2.41	2.48	5.71	4.92	2.8	4	2.55	2.33	4.6	5.8	3.43	3.27	2.29	2.54	4.88	5.42	4.44	2.22	3311
3878	DIAMOND	diamond	6.88	5.82	5.64	5.71	7.5	4.45	6.39	5.59	5.68	6.53	7.13	5.58	6.39	5.56	5.8	7.05	6.68	5.83	5.81	6.26	5.13	3425
3879	IMAGINE	imagine	7.2	4.46	6.92	7.29	7.15	4.72	4.26	7.22	6.73	7.33	7.09	4.65	4.33	6.61	7.6	7.1	7.3	4.5	4.44	7.14	6.73	6118
3881	PISTOL	pistol	3.92	5.79	4.53	5.31	3.23	6.44	5.32	4.48	4.59	3.91	3.94	4.9	6.65	4.57	4.48	3.54	4.12	6.63	5.09	3.97	5.06	9083
3883	NOISY	noisy	3.21	5.15	4.42	3.33	3.19	5.38	4.96	4.04	4.83	2.78	3.6	5	5.37	4.38	4.45	3	3.57	4.88	5.29	3.92	4.96	8227
3885	IMPATIENT	impatient	3.53	4.61	3.95	3.78	3.3	3.86	5.13	4.2	3.67	3.89	3.2	4.6	4.83	3.75	4.2	2.86	3.92	6.33	4.35	4.27	3.5	6144
3886	TARANTULA	tarantula	3.37	6.76	4.04	3.2	3.31	6.33	6.93	5	3.31	3.14	3.36	7	6.64	4.36	3.75	3	3.58	6.9	6.64	3.78	4.21	12314
3888	SKUNK	skunk	3.78	5.81	4.04	3.2	4.17	5.67	5.87	4.5	3.69	4	3.8	4.86	6.29	4.36	3.75	4.17	3.58	6.8	4.91	4.22	3.93	11263
3892	ACQUIRE (SOMETHING)	acquire	5.5	4.86	7	4.78	6.09	5	4.75	7.67	6.69	5.21	6.17	4.25	5.56	6	7.9	5.7	5.3	5.5	4.33	6.62	7.83	97
3893	AFFORD	afford	6.56	4.33	6.44	5.75	7.2	3.57	4.71	6.18	6.86	6	7.43	2.89	5.42	6.45	6.43	5.67	7	6.22	2.92	6	6.89	215
3894	ATTACH	attach	5.26	3.81	4.7	5	5.31	3.83	3.8	5.33	4.43	4.9	5.67	3.29	4.07	5.1	4.3	5.36	5.12	4.17	3.33	4.92	4.38	708
3895	DETECT	detect	5.09	4.57	6.32	5.12	4.92	5.12	4.21	6.29	6.36	4.62	5.23	4.22	4.79	5.14	7	5.09	5.09	5.79	2.67	6.33	6.31	3369
3896	ROAR	roar	5.37	6.15	5.88	5.54	5	6.8	5.93	6.23	5.45	6	4.8	7.14	5.62	5.45	6.23	5.3	5.44	5.9	6.4	5	7.33	10445
39	KEEN	keen	6.72	3.21	5.52	7	6.62	3.6	2.78	5.5	5.56	6.86	6.64	2.89	3.5	5.6	5.2	6.89	6.56	2.88	3.45	6	5.37	6779
390	PUNISHMENT	punishment	2.76	5.07	4.11	2.6	2.85	4.89	5.19	3.7	4.56	3.17	2.26	5.57	4.82	2.88	4.7	2.79	2.75	5	5.16	4.36	3.75	9690
3902	TRUST (SOMEBODY)	trust	7.24	4.3	6.95	7.05	7.43	3.71	4.55	7	6.92	7.35	7.14	4.87	3.75	7.27	6.64	7.28	7.22	3.77	4.76	6.64	7.27	12862
3903	SYMPATHIZE	sympathize	6	3.73	7.05	6	6	2.8	3.88	8	6.62	6.07	5.83	3.5	3.78	6.33	7.7	6.3	5.7	3.2	4.17	6.77	7.67	12225
3904	ENCOUNTER (MEET)	encounter	5.16	4.67	5.3	5	5.19	4.83	4.6	5.33	5.29	5.2	5.11	5	4.5	5	5.6	5.45	4.75	4.83	4.44	5	5.75	4081
391	BLESS	bless	7	4.57	6.26	6.15	7.81	3.29	5.12	6	6.48	6.5	7.48	4.7	4.46	5.71	7.3	6.83	7.13	4.36	4.76	5.92	6.53	1218
3914	TURQUOISE	turquoise	6.5	4.5	5.32	5.3	7.5	4.89	4.27	4.93	5.71	7.2	5.92	5.33	3.67	5.21	5.43	6.2	6.75	4	5	5.06	5.67	12907
3915	PRIDE	pride	6.5	5.54	5.83	6.44	6.56	5.38	5.65	6.1	5.5	6.29	6.64	5.21	5.85	5.14	6.27	6.89	6.11	6.5	4.71	7.33	4.33	9438
3916	PLEASURE	pleasure	7.8	6.8	7.18	7.75	7.83	8.43	5.92	6.7	7.58	6.86	8.33	6.73	6.89	7	7.36	8.12	7.58	6.62	6.92	7	7.36	9157
392	MAGIC	witchcraft	3.95	5.24	5.17	4.67	3.82	4.57	5.77	6.12	4.69	4	3.92	4.86	5.62	5	5.36	4	3.89	5.2	5.27	5.17	5.17	13769
393	CIRCUMCISION	circumcision	4.11	4.73	3.32	2.67	4.77	4.73	4.73	2.82	3.65	4.73	3.25	4.73	4.73	3.39	3.2	4.5	3.92	5.25	4.43	3.25	3.38	2117
394	SHAMAN (FOLK HEALER)	shaman	5.21	4.17	4.69	5.45	4.88	6.25	3.57	3.86	5.33	5.25	5.18	3.29	4.73	4.33	4.9	5.67	5	3.86	4.36	4	5.83	10999
395	PILL	pill	4.16	3.73	4.88	3.83	4.31	4.17	3.2	3.88	5.38	4.2	4.11	3.89	3.62	4.24	6.67	4.36	3.88	4.31	2.89	4.75	4.94	9047
4	COURTYARD	courtyard	5.53	3.43	5.05	5.67	5.5	3.83	3.27	5.17	5	5.1	6	2	4.14	4.7	5.4	5.09	6.12	3.75	3	5.08	5	2821
40	ENVY	envy	3.05	4.35	3.16	3	3.06	3	4.69	4	2.69	3.25	2.92	4.11	4.55	3	3.36	3.11	3	4.3	4.4	2.71	3.33	4167
400	MUSH	mush	4.05	3.21	4.79	4.25	3.92	3.44	3.07	4.43	5.14	3.22	4.73	3.58	2.83	4.57	5	3.8	4.3	3	3.42	4.88	4.67	8014
404	ALCOHOL (FERMENTED DRINK)	alcohol	4.11	5.17	4	4.82	3.12	5.5	5.07	4.75	3.33	4.88	3.55	4.57	5.55	5.5	3.18	3.33	4.46	5.29	5.09	4.7	3	286
41	IGNORE	ignore	3.33	3.8	4.83	2.67	3.47	4.38	3.42	4.78	4.86	3.33	3.33	3.75	3.83	5.53	3.5	3.17	3.67	3.5	4.1	5.2	4.54	6097
411	GOURD	gourd	5.33	4.1	5.29	5	5.47	4.75	3.67	5.18	5.4	5	5.47	5.2	3	5.14	5.57	5.29	5.43	3.67	4.29	5.89	4.83	5302
419	SEVERE	severe	3.21	5.43	4.05	4.33	3	5.33	5.47	3.95	4.15	2.89	3.5	5.43	5.43	4	4.08	3.25	3.14	5.33	5.56	3.6	4.75	10972
42	STINKING	smelly	2.68	5.43	4	3.4	2.47	5.67	5.33	4.5	3.79	3	2.36	5.43	5.43	4.5	3.5	2.58	2.8	5.08	5.89	4.08	3.88	11352
420	FOREST	forest	6.68	4.44	5.71	5.4	7.06	5.12	3.9	5.9	5.55	6.42	7	4.6	4.25	5.42	6.11	6.36	7	4.27	4.71	5.83	5.56	4853
421	RETREAT	retreat	4.92	4.12	4.68	3.7	5.73	4.83	3.94	4	5.08	4.5	6	4.43	3.8	4.11	5.2	5.5	4.53	3.89	4.25	5	4.45	10321
425	BE LATE	delayed	3.05	4.05	3.27	3	2.87	3.75	4.22	3.6	3	3.17	2.75	4.09	4	2.91	3.64	3.29	2.92	3.65	4.31	3.55	3	3229
43	LEAD (GUIDE)	guide	5.43	3.33	5.75	5.25	5.54	5.5	2.61	5.82	5.67	4.92	6.11	4.2	2.71	5.46	6.29	5.71	5.29	2	4	6	5.58	5468
430	TWIST	twist	4.61	4.27	5.95	5.12	4.33	4.8	3.83	6.14	5.85	4.25	5	3.36	5.18	5.6	7	4.75	4.45	4.17	4.4	6.3	5.6	12935
44	INJURE	harm	1.91	5.9	3.95	2.31	1.33	6.43	5.62	3.86	4	2.08	1.7	5.89	5.91	3.7	4.22	2	1.83	5.77	6.14	3.25	5.14	5615
446	LOWER ARM	forearm	5.58	3.75	6.35	5.33	5.62	4.5	3.25	6.56	6.21	5.67	5.5	3.62	3.83	6.93	5.25	5.58	5.57	3.4	4.1	5.5	7	4834
449	CORN FIELD	cornfield	5.05	3.73	5.32	4.22	5.73	3.2	4.06	5.5	5.23	5.5	4	4	3.67	4.44	6.1	4.5	5.6	4	3.5	5.23	5.5	2743
45	EVIL	wicked	2.63	5.86	3.61	2.33	2.77	5.57	6	3.67	3.58	3.1	2.11	5.8	5.91	4.04	3.05	2.36	3	6.38	5.54	3.74	3.52	13699
459	SNAP (OF STICK)	snap	4.42	3.42	4.86	4.14	4.58	3.22	3.6	4.83	4.88	4.67	4	3.25	3.55	5.07	4.43	4.67	4.2	2.86	3.75	4.09	5.64	11380
470	POSSUM	possum	3.74	4	4.57	4.89	2.7	4.38	3.79	4.27	4.9	4.71	3.17	4.9	3.25	4.25	5	3.56	3.9	4.29	3.5	3.57	5.07	9286
471	UPPER LEG (THIGH)	thigh	5.22	5.32	5.73	5.46	4.9	6.71	4.5	5.62	5.85	4.83	5.64	5.55	5	5.71	5.78	5.27	5.17	4.88	5.64	5.9	5.62	12491
472	PELICAN	pelican	6.21	3.55	4.96	6.5	6.08	4.42	2.5	4.12	5.38	6.4	6	4.33	3	5.06	4.67	6.09	6.38	3.46	3.67	4.38	5.25	8857
474	DRESS	dress	6.42	4.73	6.64	7	6.47	4.19	5.21	6	7.17	6.5	6.58	4.7	4.78	6.64	6.64	5.14	7.17	3.6	5.3	6.55	6.73	3802
476	CUP	cup	5.94	2.6	5.28	5	6.7	2.86	2.46	5	5.71	5.45	6.71	2	3.09	5.82	4.43	6.33	5.75	2.38	2.75	5.44	5.11	3000
477	LATE	late	3.32	5.57	4.22	3.33	3.27	4.86	5.93	4.89	3.62	3.29	3.29	5.33	5.75	5.5	2.62	2.75	3.64	5.67	5.33	3.5	4.8	6940
478	LIP	lip	6.38	4.6	5.95	6.23	6.62	4.71	4.54	5.86	6	6.92	5.67	4.78	4.45	5.8	6.11	6.22	6.5	3.92	5.86	5.33	7	7135
479	GROW	grow	6.28	2.6	5.5	5.25	7.1	3.29	2.23	6	4.71	5.73	7.14	2	3.09	5.82	5	7.5	5.67	3.12	2.25	5.22	5.78	5440
48	BE SILENT	silent	5.14	3.21	6.59	4.75	5.38	3.15	3.27	6.38	6.89	5.5	5.25	4	2.1	6.92	6.2	5.91	4.3	4	2.88	6.17	7.1	11169
480	PLATE	plate	4.8	3.18	5.79	4.78	4.82	1.8	3.75	6.83	5.31	5	4.33	3.42	3.11	4.89	6.6	5	4.6	3.6	2.83	5.46	6.5	9125
481	DISH	dish	5.7	3.57	5.5	5.38	5.92	3.11	3.86	5.14	5.86	5.56	5.82	4.33	2.73	5.36	5.64	5.4	6	3.25	3.91	5.38	5.67	3572
482	NOBLE	noble	7.16	4.14	6.71	7	7.3	5	3.71	6.36	7.1	7.29	7.08	4.9	3.45	6.58	6.89	7.56	6.8	4.54	3.5	7.38	6.31	8219
483	COMPOUND	compound	5.62	3.5	5.45	6.33	5.08	3.5	3.4	5.5	5.44	6	5.33	4.2	3.29	5.27	5.64	5.11	6	3.31	3.78	6.1	4.92	2460
484	CONDEMN	condemn	2.62	5.33	4.17	2.67	2.56	5.71	5.14	4.67	3.86	3.25	2.47	5	5.64	3.86	4.31	2.78	2.5	5.75	5.08	5	2.62	2506
485	DISAPPEAR	disappear	4.1	4.35	5.42	5.23	2.25	3.86	4.62	5.71	5.25	4.25	3.89	3.33	5.18	6.8	3.89	4.67	3.67	4.15	4.71	4.67	6.71	3511
486	MINISTER	minister	5	3.85	5.65	4	5.4	4.75	3.25	5.27	6.11	5.17	4.93	4.7	3	5.38	6.14	5.29	4.43	3.83	3.86	5.62	5.67	7740
487	SHY	timid	3.37	3.15	4.69	3.56	3.2	3.38	3	5.08	4.33	3.22	3.5	3	3.27	4.4	4.9	3.71	3.17	2.64	3.78	5	4.56	12576
488	MANNER	manner	5.86	3.52	5.45	6.15	5.72	3.32	3.68	4.89	5.73	6.31	5.58	3.67	3.42	5.1	5.85	5.58	6.09	4.13	2.79	5.45	5.45	7426
489	KIDNEY	kidney	4.9	3.95	5.44	4.5	5.15	4.4	3.79	5.09	5.6	4.85	5	4.09	3.75	5.6	5.25	4.3	5.45	3	4.8	5.36	5.5	6809
49	REFUSE	refuse	3.42	4.32	4.5	3.33	3.46	4.17	4.5	5.12	4.19	3.9	2.89	4.89	3.92	4.59	4.17	3	4	4.38	4.22	5.12	4.19	10056
490	DESCENDANTS	descendant	5.26	4.24	5.48	4.33	5.69	5.27	3.1	6	5.25	5.1	5.44	4.89	3.75	5.29	6.2	5.09	5.5	4.08	4.5	4.71	5.81	3324
491	CENTER	center	5.56	2.62	5.72	4.75	6.2	2.86	2.5	5.27	6.43	5.27	6	2.56	2.67	6.36	4.71	6.5	5.08	2.22	2.92	5.67	5.78	1900
492	THREE	three	5.43	3.38	5.45	5.56	5.33	2.67	3.5	5.33	5.5	5.44	5.42	4	3.19	5.56	5.36	5.11	5.67	2.83	4.11	5.67	5.27	12517
493	FIVE	five	5.4	3.55	5.65	5.4	5.4	4.38	3	6.21	5.25	5.44	5.36	4.08	2.57	5.82	5.33	5.3	5.5	3.29	3.69	5.35	5.94	4676
494	FLIRT	flirt	6.73	5.93	5.8	7.6	6.52	5.55	6.19	6.3	5.47	7.11	6.43	5.69	6.56	4.57	6.28	6.39	7	5.65	6.12	6.19	5.11	4749
495	REVENGE	avenge	4.05	6.35	5.92	4.22	3.92	6.4	6.31	4.89	6.53	4	4.07	6.08	6.62	5.42	6.42	3.9	4.17	6.73	6.07	5.55	6.23	773
496	CUCUMBER	cucumber	6.47	3.17	5.86	5.88	6.91	3.11	3.2	5.71	6	6.89	6.1	3.75	2.58	6.07	5.64	6	6.9	2.67	3.67	5.94	5.75	2985
497	SCAR	scar	3.71	6.55	4.1	4.1	3.24	6.86	6.38	5.41	3.2	4.22	2.93	7	6	4.77	3	3.79	3.63	6	6.92	3.94	4.21	10708
5	GAZELLE	gazelle	6.47	4.05	5.2	7	6.67	3.8	4.3	5.2	5.2	6.33	6.92	3.71	4.23	5.12	5.25	6	6.75	3.5	4.6	5	5.44	5116
500	CRUEL	cruel	2.73	5.07	4.78	3.38	2.43	4.4	5.62	5.33	4.43	3.29	2.33	5	5.16	5.67	3.12	2.67	2.78	5.67	4.76	4.7	4.85	2955
501	LIFT	lift	5.32	4.9	6.84	5.38	5.22	5.57	4.54	7	6.75	5.42	5.2	4.67	5.09	6.2	7.56	5.4	5.25	4.92	4.86	6.83	6.86	7084
503	FROG	frog	5.84	4.07	5.5	4.67	6.06	4.31	3.92	5.24	5.65	5.56	6.1	4.05	4.09	5.12	5.95	5.42	6.57	4.12	4.04	5.17	5.7	4974
504	LEARN	learn	6.85	4.8	7	7.17	6.38	5.06	4.63	6.33	7.29	8	6.65	5.19	4.43	6.7	7.3	6.67	7	4.42	5.08	7.17	6.75	6992
506	MAIZE	corn	5.95	3.43	5.65	6.2	5.7	4.12	3	5.64	5.65	6	5.91	3.23	3.75	5.95	5.08	6.1	5.8	2.57	3.86	5	6.29	2737
507	MELON	cantaloupe	6.1	3.91	5.68	5.67	6.45	3	4.38	5.67	5.69	5.79	6.83	3.92	4.22	5.11	6.2	6.6	5.6	4.8	3.17	5.38	6.33	1745
508	PERIOD	period	3.33	4.2	6	4.23	1.88	3.43	4.62	6.43	5.75	3.25	3.44	3.89	4.45	7	4.89	3	3.58	4.08	4.43	5.92	6.14	8914
509	CERTAIN	sure	6.64	3.48	6.82	6.5	6.73	2.43	4	6.56	7.12	6.36	7.29	3.11	3.75	6.56	7.12	7.75	6	3.33	3.83	6.75	6.89	12126
51	SORE	sore	2.8	4.06	3.92	2.4	2.93	5	3.69	4.15	3.64	3.1	2.5	4.43	3.82	3.69	4.38	2.83	2.79	3.67	4.25	2.89	4.53	11494
518	SPARK	spark	6.05	5.83	4.9	5.2	6.31	6.08	5.55	4.91	4.89	5.75	6.44	5.56	6.43	5.27	4.5	5.25	6.54	4.25	6.16	5.43	4.64	11541
52	SHIVER	tremble	3.18	5.32	3.79	3.88	2.85	5.25	5.23	3.43	3.91	3.12	3.31	5.22	5.38	3.43	4	3.18	3.18	6.36	3.5	3.67	3.81	12791
522	WOLF	wolf	6.26	5.25	4.59	6.71	6	6	4.64	4.33	4.69	5.89	6.44	5	5.42	4.27	5.29	6	6.5	5.25	5.25	4.55	4.64	13786
523	BACK OF HEAD	rear	4.68	3.86	5.61	5.33	4.56	5.38	2.92	6.11	5.29	4.44	4.9	4	3.75	6.13	4.62	4.75	4.57	3.64	4.1	5.5	5.69	9918
526	HOWL	howl	5.29	5.6	5.28	5.9	4.86	4.4	6	5.27	5.28	5.5	5	5.83	5.25	5.3	5.25	5.09	5.46	4.44	6.55	5	5.45	5969
528	DREADFUL	dreadful	2.6	4.5	3.38	2.27	3	5.17	4.17	3.5	3.29	2.36	2.89	4.9	4	2.17	3.78	2.7	2.5	5.33	3.67	3.87	2.56	3794
53	SPIRIT	spirit	7	5.03	6.38	6.77	7.24	6	4.54	6.71	6.26	6.77	7.24	5.35	4.77	5.72	6.88	6.94	7.04	5.33	4.67	6.92	6.14	11608
530	FRECKLE	freckle	5.53	3.36	4.43	4.33	6.08	2.73	4	4.18	4.59	5.36	5.75	2.91	3.82	4.06	5.1	4.17	6.15	2.5	3.86	5	4	4929
533	GLUTTON	glutton	3.53	4.4	3.68	3.43	3.58	4.56	4.27	3.67	3.69	3.5	3.5	4	4.67	4.07	2.86	3.75	3.36	3.75	4.83	3.18	4.18	5246
534	HUMP	hump	4.75	5.16	3.77	5	4.62	6.44	4	4.33	3.56	5.1	4.33	5.25	5.09	4.2	2.86	5.11	4.45	3.62	6.27	3.73	3.82	6002
535	INFLATED	inflated	5.13	3.55	4.47	5.25	5.07	4.3	2.92	5.29	4	4.92	5.36	3.36	3.73	4.57	4.2	5.58	4.64	3.75	3.3	4.7	4.22	6351
539	NEST	nest	5.65	3.35	5.5	5.82	5.44	3.57	3.23	5	6	5.82	5.44	3.64	3	5.18	6.11	6.3	5	3.25	3.42	5.5	5.5	8141
54	SHRINK	shrink	4	3.42	3.7	3.88	4.08	5	2.89	4	3.33	3.92	4.11	4	3	3.85	3.43	4	4	2.25	4	4.5	3.17	11117
540	PALATE	palate	5.89	2.75	4.8	6	5.85	2.64	2.89	4.69	5	5.71	6	2.11	3.27	4.75	5	6.33	5.44	3.22	2.36	5.17	4.68	8656
541	POETRY	poetry	6.15	3.59	5.83	5.87	6.32	3.94	3.36	5	6.27	6.21	6.1	4.04	3	5.77	5.93	6.19	6.12	4.09	3.4	6.21	5.57	9192
543	SHUTTLE	shuttle	5.65	3.81	5.86	5.78	5.55	4.1	3.55	4.88	6.46	5.5	6	3.86	3.79	5.75	5.92	6	5.3	3.2	4.36	5.44	6.17	11132
544	SPICY	spicy	6.32	6.63	5.55	6.2	6.38	7.62	5.91	4.7	6.4	5.67	7.1	6	7.33	5.82	5.22	6	6.64	7.82	5	5.27	5.89	11594
545	SPRUCE	spruce	5.55	3.18	4.96	5.8	5.47	3.2	3.17	4	6.09	5.9	5.2	4.57	2.2	3.88	7.12	5.83	5.43	2.17	3.73	4.67	5.13	11668
547	SURFACE	surface	5.62	3.04	5.16	5.56	5.67	3.83	2.72	4	5.83	5.62	5.6	2.79	3.3	4.78	5.5	5.78	5.5	2.78	3.19	6.12	4.45	12128
55	WHISPER	whisper	6.14	4.1	5.66	6.5	5.92	4.2	4.07	6.36	5.33	6.08	6.25	4	4.25	5.45	5.93	6.2	6.09	3.22	4.82	5.77	5.59	13684
554	HINDER	hinder	3.9	3.43	4.68	4.17	3.56	4.22	2.83	4.4	5	2.5	4.24	4.18	2.6	4.5	5	4.11	3.75	3.8	3.09	5.27	3.88	5804
557	OFFEND	offend	3.29	4.81	4.17	3.79	2.87	5.29	4.62	4.1	4.25	3.35	3.21	5.43	4.54	4.14	4.18	3.22	3.33	4.2	5.36	5.56	2.78	8387
56	BAD LUCK	misfortune	2.4	4.24	2.92	1.5	2.62	3.25	4.47	3.56	2.56	1.88	2.75	4.3	4.18	3.21	2.55	2.56	2.27	4.18	4.3	3	2.89	7770
568	RISE (MOVE UPWARDS)	rise	5.73	5.3	7.16	5.23	6.44	6.29	4.77	6.86	7.33	5.67	5.8	5.67	5	7	7.33	5.2	6.17	4.85	6.14	7.08	7.29	10423
569	SPOIL (BECOME SPOILED)	rot	2.65	4.72	3.54	1.8	2.93	4.6	4.77	3.23	3.91	2.5	2.8	5.57	4.18	4.12	2.38	2.83	2.57	3.17	5.5	4.11	3.2	10492
571	STING	sting	2.55	4.88	3.45	2	2.73	5.17	4.73	3.9	3.08	2.6	2.5	5.2	4.43	3.64	3.27	2.38	2.67	6.25	3.67	3.45	3.45	11838
573	SWAY	sway	5.25	3.68	6.15	6.29	4.69	3.7	3.67	6.21	6.09	5.27	5.22	3.56	3.77	6.56	5.44	4.43	5.69	5.17	3.12	6.2	6.09	12173
575	TREAD	tread	4.72	3.76	5.3	4.67	4.73	4.5	3.31	5.33	5.29	4.67	4.78	4.22	3.42	5.73	4.5	5	4.17	3.45	4.1	5.5	5.15	12779
